Human	Papillomaviruses
P46781	Papillomaviruses:P17388
P31350	Papillomaviruses:P17387
P31040	Papillomaviruses:P17387
P21912	Papillomaviruses:P17387
Q9UBV2	Papillomaviruses:P17382
P54132	Papillomaviruses:P17383
O43765	Papillomaviruses:P17385
P82933	Papillomaviruses:P17383
P82933	Papillomaviruses:P17388
P08195	Papillomaviruses:P17385
Q6NSJ2	Papillomaviruses:P17387
P38398	Papillomaviruses:P17383
Q96SB4	Papillomaviruses:P17383
Q04837	Papillomaviruses:P17386
O95793	Papillomaviruses:P17388
O15260	Papillomaviruses:P17385
Q13428	Papillomaviruses:P17388
Q07021	Papillomaviruses:P17389
Q99615	Papillomaviruses:P17385
P68366	Papillomaviruses:P17387
P17480	Papillomaviruses:P17382
P55072	Papillomaviruses:P17385
P21796	Papillomaviruses:P17385
P45880	Papillomaviruses:P17385
Q9Y277	Papillomaviruses:P17385
O96028	Papillomaviruses:P17383
P27708	Papillomaviruses:P17389
Q00765	Papillomaviruses:P17385
Q9BTV4	Papillomaviruses:P17385
Q9BZK7	Papillomaviruses:P17387
P39687	Papillomaviruses:P17382
Q8TCT9	Papillomaviruses:P17385
Q9BTT0	Papillomaviruses:P17382
Q7Z2T5	Papillomaviruses:P17383
Q9H0F6	Papillomaviruses:P17386
P51784	Papillomaviruses:P17388
P11441	Papillomaviruses:P17385
Q13618	Papillomaviruses:P17387
O60264	Papillomaviruses:P17383
O15294	Papillomaviruses:P17387
Q13136	Papillomaviruses:P17383
Q9UNS2	Papillomaviruses:P17383
O15379	Papillomaviruses:P17387
Q9NVP1	Papillomaviruses:P17383
Q9BXS5	Papillomaviruses:P17387
P14635	Papillomaviruses:P17382
O95714	Papillomaviruses:P17386
P40227	Papillomaviruses:P17388
O94776	Papillomaviruses:P17383
Q3ZCQ8	Papillomaviruses:P17389
Q8N4V1	Papillomaviruses:P17385
Q9UJF2	Papillomaviruses:P17387
O60841	Papillomaviruses:P17382
Q92738	Papillomaviruses:P17387
P06493	Papillomaviruses:P17382
Q14680	Papillomaviruses:P17387
Q5SW79	Papillomaviruses:P17387
Q14157	Papillomaviruses:P17385
A0A0U1RQC9	Papillomaviruses:P17386
A6NKD9	Papillomaviruses:P17386
A6NNZ2	Papillomaviruses:P17387
B1AHL2	Papillomaviruses:P17386
O00203	Papillomaviruses:P17387
O00311	Papillomaviruses:P17387
O00716	Papillomaviruses:P17387
O14545	Papillomaviruses:P17386
O15042	Papillomaviruses:P17383
O15127	Papillomaviruses:P17385
O15235	Papillomaviruses:P17387
O15269	Papillomaviruses:P17389
O43149	Papillomaviruses:P17383
O43149	Papillomaviruses:P0DKB0
O43251	Papillomaviruses:P17388
O43663	Papillomaviruses:P17387
O60343	Papillomaviruses:P17383
O60481	Papillomaviruses:P17387
O60701	Papillomaviruses:P17387
O60783	Papillomaviruses:P17383
O75096	Papillomaviruses:P17383
O75150	Papillomaviruses:P17389
O75317	Papillomaviruses:P17382
O75334	Papillomaviruses:P17383
O75477	Papillomaviruses:P17389
O75521	Papillomaviruses:P17386
O75683	Papillomaviruses:P17383
O75746	Papillomaviruses:P17389
O75915	Papillomaviruses:P17385
O75964	Papillomaviruses:P17385
O76024	Papillomaviruses:P17385
O94763	Papillomaviruses:P17383
O94782	Papillomaviruses:P17382
O94826	Papillomaviruses:P17389
O94973	Papillomaviruses:P17387
O95782	Papillomaviruses:P17387
O95831	Papillomaviruses:P17389
P00395	Papillomaviruses:P17385
P00846	Papillomaviruses:P17385
P01892	Papillomaviruses:P17385
P04004	Papillomaviruses:P17385
P04818	Papillomaviruses:P17387
P04844	Papillomaviruses:P17385
P05114	Papillomaviruses:P17384
P08237	Papillomaviruses:P17387
P09543	Papillomaviruses:P17387
P0CB38	Papillomaviruses:P17383
P10644	Papillomaviruses:P17388
P11137	Papillomaviruses:P17387
P16220	Papillomaviruses:P17387
P16989	Papillomaviruses:P17388
P17028	Papillomaviruses:P17387
P17302	Papillomaviruses:P17385
P17980	Papillomaviruses:P17386
P20585	Papillomaviruses:P17387
P22234	Papillomaviruses:P17387
P22695	Papillomaviruses:P17389
P23142-1	Papillomaviruses:P17386
P24534	Papillomaviruses:P17385
P25054	Papillomaviruses:P17383
P26368	Papillomaviruses:P17383
P28331	Papillomaviruses:P17385
P29558	Papillomaviruses:P17388
P30504	Papillomaviruses:P17385
P30508	Papillomaviruses:P17385
P30510	Papillomaviruses:P17385
P30825	Papillomaviruses:P17385
P39656	Papillomaviruses:P17385
P40616	Papillomaviruses:P17385
P41743	Papillomaviruses:P17387
P42696	Papillomaviruses:P17383
P43250	Papillomaviruses:P17387
P45973	Papillomaviruses:P17387
P46937	Papillomaviruses:P17387
P48643	Papillomaviruses:P17387
P48643	Papillomaviruses:P17388
P50502	Papillomaviruses:P17385
P52732	Papillomaviruses:P17387
P52747	Papillomaviruses:P17387
P53007	Papillomaviruses:P17387
P53621	Papillomaviruses:P17385
P54886	Papillomaviruses:P17387
P56545	Papillomaviruses:P17387
P60604	Papillomaviruses:P17385
P60981	Papillomaviruses:P17387
P61803	Papillomaviruses:P17385
P62068	Papillomaviruses:P17382
P62140	Papillomaviruses:P17383
P62906	Papillomaviruses:P17388
P63010	Papillomaviruses:P17387
P63241	Papillomaviruses:P17385
P82663	Papillomaviruses:P17383
P82664	Papillomaviruses:P17383
P82673	Papillomaviruses:P17383
P82673	Papillomaviruses:P17388
P82675	Papillomaviruses:P17388
P82675	Papillomaviruses:P17383
P82914	Papillomaviruses:P17383
P85037	Papillomaviruses:P17387
P98164	Papillomaviruses:P17383
P98175	Papillomaviruses:P17383
Q00535	Papillomaviruses:P17387
Q01433	Papillomaviruses:P17383
Q02040	Papillomaviruses:P17383
Q02086	Papillomaviruses:P17387
Q02241	Papillomaviruses:P17387
Q02880	Papillomaviruses:P17383
Q06323	Papillomaviruses:P17385
Q07954	Papillomaviruses:P0DKB0
Q07954	Papillomaviruses:P17383
Q08AM6	Papillomaviruses:P17385
Q09019	Papillomaviruses:P17382
Q12768	Papillomaviruses:P17383
Q12899	Papillomaviruses:P17388
Q13011	Papillomaviruses:P17386
Q13015	Papillomaviruses:P17385
Q13243	Papillomaviruses:P17383
Q13610	Papillomaviruses:P17383
Q13615	Papillomaviruses:P17387
Q13685	Papillomaviruses:P17387
Q13823	Papillomaviruses:P17383
Q13895	Papillomaviruses:P17383
Q14008	Papillomaviruses:P17383
Q14145	Papillomaviruses:P17382
Q14186	Papillomaviruses:P17387
Q14188	Papillomaviruses:P17387
Q14999	Papillomaviruses:P17383
Q14CB8	Papillomaviruses:P17387
Q15004	Papillomaviruses:P17387
Q15006	Papillomaviruses:P17385
Q15008	Papillomaviruses:P17386
Q15036	Papillomaviruses:P17389
Q15149	Papillomaviruses:P17389
Q15154	Papillomaviruses:P17383
Q15269	Papillomaviruses:P17383
Q15334	Papillomaviruses:P17387
Q15434	Papillomaviruses:P17388
Q15678	Papillomaviruses:P17387
Q15831	Papillomaviruses:P17387
Q15853	Papillomaviruses:P17387
Q16254	Papillomaviruses:P17387
Q16718	Papillomaviruses:P17385
Q16740	Papillomaviruses:P17383
Q16825	Papillomaviruses:P17387
Q1KMD3	Papillomaviruses:P17388
Q2M2I8	Papillomaviruses:P17387
Q2NL82	Papillomaviruses:P17383
Q2NL82	Papillomaviruses:P17388
Q31612	Papillomaviruses:P17385
Q3ZCM7	Papillomaviruses:P17389
Q4ZIN3	Papillomaviruses:P17385
Q53GT1	Papillomaviruses:P17387
Q53HI1	Papillomaviruses:P17385
Q5BKZ1	Papillomaviruses:P17388
Q5H9I0	Papillomaviruses:P17387
Q5J8M3	Papillomaviruses:P17385
Q5JTH9	Papillomaviruses:P17388
Q5M9Q1	Papillomaviruses:P17383
Q5T447	Papillomaviruses:P17383
Q5T447	Papillomaviruses:P0DKB0
Q5VTR2	Papillomaviruses:P17389
Q5VYK3	Papillomaviruses:P17385
Q5VYS8	Papillomaviruses:P17383
Q5VZL5	Papillomaviruses:P17383
Q63ZY3	Papillomaviruses:P17389
Q69YH5	Papillomaviruses:P17387
Q6AWC2	Papillomaviruses:P17387
Q6DKI1	Papillomaviruses:P17388
Q6NYC1	Papillomaviruses:P17383
Q6P158	Papillomaviruses:P0DKB0
Q6P158	Papillomaviruses:P17383
Q6P1L8	Papillomaviruses:P17387
Q6VN20	Papillomaviruses:P17387
Q6ZRP7	Papillomaviruses:P17387
Q6ZSR9	Papillomaviruses:P17387
Q712K3	Papillomaviruses:P17383
Q719H9	Papillomaviruses:P17387
Q71RC2	Papillomaviruses:P17383
Q7L5D6	Papillomaviruses:P17385
Q7RTN6	Papillomaviruses:P17387
Q7Z460	Papillomaviruses:P17383
Q7Z7H8	Papillomaviruses:P17383
Q7Z7L7	Papillomaviruses:P17387
Q86Y56	Papillomaviruses:P17385
Q8IVT5	Papillomaviruses:P17387
Q8IWT3	Papillomaviruses:P17383
Q8IWV7	Papillomaviruses:P17387
Q8IWX8	Papillomaviruses:P17383
Q8IY81	Papillomaviruses:P17388
Q8IZL8	Papillomaviruses:P17382
Q8IZU8	Papillomaviruses:P17389
Q8N6S5	Papillomaviruses:P17385
Q8NCE2	Papillomaviruses:P17387
Q8NHQ9	Papillomaviruses:P17383
Q8TAF3	Papillomaviruses:P17382
Q8TBZ3	Papillomaviruses:P17382
Q8TC12	Papillomaviruses:P17385
Q8TCG1	Papillomaviruses:P17385
Q8TD31	Papillomaviruses:P17383
Q8TDB6	Papillomaviruses:P17384
Q8TDB6	Papillomaviruses:P17387
Q8TDD1	Papillomaviruses:P17383
Q8WVD3	Papillomaviruses:P17387
Q8WVM8	Papillomaviruses:P17385
Q8WVX9	Papillomaviruses:P17386
Q8WWK9	Papillomaviruses:P17388
Q8WYQ5	Papillomaviruses:P17383
Q8WZ42	Papillomaviruses:P17388
Q92504	Papillomaviruses:P17385
Q92547	Papillomaviruses:P17387
Q92552	Papillomaviruses:P17383
Q92643	Papillomaviruses:P17385
Q92665	Papillomaviruses:P17383
Q92665	Papillomaviruses:P17388
Q92673	Papillomaviruses:P17383
Q92839	Papillomaviruses:P17389
Q92890	Papillomaviruses:P17385
Q92908	Papillomaviruses:P17388
Q92990	Papillomaviruses:P17385
Q969M3	Papillomaviruses:P17385
Q969Q0	Papillomaviruses:P17383
Q96B23	Papillomaviruses:P17388
Q96D09	Papillomaviruses:P17386
Q96EV2	Papillomaviruses:P17387
Q96EY7	Papillomaviruses:P17383
Q96EY7	Papillomaviruses:P17388
Q96GA3	Papillomaviruses:P17383
Q96GA3	Papillomaviruses:P0DKB0
Q96GQ7	Papillomaviruses:P17388
Q96JN8	Papillomaviruses:P17386
Q96JS3	Papillomaviruses:P17387
Q96MX6	Papillomaviruses:P17383
Q96NJ6	Papillomaviruses:P17389
Q96P47	Papillomaviruses:P17387
Q96QZ7	Papillomaviruses:P17386
Q96RF0	Papillomaviruses:P17388
Q96RG2	Papillomaviruses:P17386
Q96S52	Papillomaviruses:P17385
Q96S55	Papillomaviruses:P17386
Q96SI1	Papillomaviruses:P17387
Q99460	Papillomaviruses:P17386
Q99755	Papillomaviruses:P17387
Q99832	Papillomaviruses:P17388
Q9BPZ3	Papillomaviruses:P17383
Q9BQ70	Papillomaviruses:P17386
Q9BRP1	Papillomaviruses:P17387
Q9BRP8	Papillomaviruses:P17388
Q9BSJ8	Papillomaviruses:P17385
Q9BTE3	Papillomaviruses:P17387
Q9BV38	Papillomaviruses:P17382
Q9BVC6	Papillomaviruses:P17385
Q9BVG8	Papillomaviruses:P17387
Q9BVT8	Papillomaviruses:P17385
Q9BY12	Papillomaviruses:P17383
Q9BYJ9	Papillomaviruses:P17388
Q9BYN8	Papillomaviruses:P17383
Q9BYN8	Papillomaviruses:P17388
Q9BZ72	Papillomaviruses:P17388
Q9GZM5	Papillomaviruses:P17385
Q9GZP9	Papillomaviruses:P17385
Q9H0H5	Papillomaviruses:P17387
Q9H330	Papillomaviruses:P17385
Q9H3N1	Papillomaviruses:P17385
Q9H490	Papillomaviruses:P17385
Q9H4B7	Papillomaviruses:P17389
Q9H6S0	Papillomaviruses:P17383
Q9HAU0	Papillomaviruses:P17387
Q9HD45	Papillomaviruses:P17385
Q9NNW5	Papillomaviruses:P17384
Q9NPD3	Papillomaviruses:P17383
Q9NR09	Papillomaviruses:P0DKB0
Q9NR09	Papillomaviruses:P17383
Q9NRR5	Papillomaviruses:P17385
Q9NRY4	Papillomaviruses:P17387
Q9NSE4	Papillomaviruses:P17387
Q9NUD5	Papillomaviruses:P17388
Q9NUJ1	Papillomaviruses:P17387
Q9NW13	Papillomaviruses:P17388
Q9NX58	Papillomaviruses:P17383
Q9NXF1	Papillomaviruses:P17382
Q9NYP7	Papillomaviruses:P17385
Q9P013	Papillomaviruses:P17386
Q9P0I2	Papillomaviruses:P17385
Q9P258	Papillomaviruses:P17383
Q9UBM7	Papillomaviruses:P17385
Q9UBS9	Papillomaviruses:P17387
Q9UDY4	Papillomaviruses:P17385
Q9UEG4	Papillomaviruses:P17383
Q9UGP8	Papillomaviruses:P17385
Q9UHD9	Papillomaviruses:P17385
Q9UHV9	Papillomaviruses:P17383
Q9UJS0	Papillomaviruses:P17389
Q9UL15	Papillomaviruses:P17389
Q9UL40	Papillomaviruses:P17387
Q9UL42	Papillomaviruses:P17383
Q9UL46	Papillomaviruses:P17385
Q9ULW0	Papillomaviruses:P17387
Q9UNF1	Papillomaviruses:P17389
Q9UPQ3	Papillomaviruses:P17387
Q9UQ52	Papillomaviruses:P0DKB0
Q9Y295	Papillomaviruses:P17388
Q9Y2R5	Papillomaviruses:P17388
Q9Y2R5	Papillomaviruses:P17383
Q9Y2R9	Papillomaviruses:P17383
Q9Y305	Papillomaviruses:P17383
Q9Y376	Papillomaviruses:P17387
Q9Y3D3	Papillomaviruses:P17383
Q9Y3D9	Papillomaviruses:P17388
Q9Y3D9	Papillomaviruses:P17383
Q9Y4W2	Papillomaviruses:P17382
Q9Y5A9	Papillomaviruses:P17388
Q9Y5J1	Papillomaviruses:P17383
Q9Y5K5	Papillomaviruses:P17385
Q9Y679	Papillomaviruses:P17385
Q9Y6H1	Papillomaviruses:P17389
Q9Y6M1	Papillomaviruses:P17388
Q9Y6N5	Papillomaviruses:P17389
Q9Y6R4	Papillomaviruses:P17383
Q9Y6Y8	Papillomaviruses:P17385
Q12959	Papillomaviruses:P26555
P33993	Papillomaviruses:P26555
H3BLV9	Papillomaviruses:A0A160CDL8
Q12959	Papillomaviruses:P27228
Q14160	Papillomaviruses:P27228
P20226	Papillomaviruses:P06423
P16070	Papillomaviruses:P06429
P28749	Papillomaviruses:P06429
Q07955	Papillomaviruses:P06423
O75376	Papillomaviruses:P06429
Q16236	Papillomaviruses:P06423
P68104	Papillomaviruses:P06429
P04406	Papillomaviruses:P06427
P04406	Papillomaviruses:P06429
Q86VP1	Papillomaviruses:P06423
Q13813	Papillomaviruses:P06423
P11021	Papillomaviruses:P06423
Q12959	Papillomaviruses:P06427
Q92905	Papillomaviruses:P06427
Q92905	Papillomaviruses:P06423
P02795	Papillomaviruses:P06427
P02795	Papillomaviruses:P06429
P04637	Papillomaviruses:P06423
Q15365	Papillomaviruses:P06423
Q13177	Papillomaviruses:P06429
O60885	Papillomaviruses:P06423
P06400	Papillomaviruses:P06429
Q05086	Papillomaviruses:P06427
Q9BXK5	Papillomaviruses:P06423
Q12933	Papillomaviruses:P06429
Q13263	Papillomaviruses:P06429
Q13263	Papillomaviruses:P06423
Q9BUP3	Papillomaviruses:P06427
O95251	Papillomaviruses:P06423
Q99623	Papillomaviruses:P06427
P07339	Papillomaviruses:P06429
P07339	Papillomaviruses:P06427
Q5VTE0	Papillomaviruses:P06429
P06733	Papillomaviruses:P06429
P06733	Papillomaviruses:P06427
Q14289	Papillomaviruses:P06423
Q13049	Papillomaviruses:P06429
Q14696	Papillomaviruses:P06427
Q14696	Papillomaviruses:P06429
Q06787	Papillomaviruses:P06429
Q15022	Papillomaviruses:P06427
Q15022	Papillomaviruses:P06429
Q8NAP3	Papillomaviruses:P06423
Q9Y2S7	Papillomaviruses:P06423
Q9Y2S7	Papillomaviruses:P06427
Q9UJY5	Papillomaviruses:P06423
Q8WWY3	Papillomaviruses:P06423
Q13227	Papillomaviruses:P06423
P05141	Papillomaviruses:P06429
Q9UJZ1	Papillomaviruses:P06429
P05204	Papillomaviruses:P06429
P22736	Papillomaviruses:P06423
P25685	Papillomaviruses:P06429
P56192	Papillomaviruses:P06429
P55081	Papillomaviruses:P06429
O96000	Papillomaviruses:P06427
O00217	Papillomaviruses:P06427
Q16656	Papillomaviruses:P06429
P06576	Papillomaviruses:P06429
Q5TAQ9	Papillomaviruses:P06427
P12004	Papillomaviruses:P06429
Q9Y3D0	Papillomaviruses:P06427
Q01813	Papillomaviruses:P06427
P62487	Papillomaviruses:P06427
Q9NR33	Papillomaviruses:P06429
P49721	Papillomaviruses:P06429
P40306	Papillomaviruses:P06429
Q9HCK8	Papillomaviruses:P06429
Q04206	Papillomaviruses:P06429
P39023	Papillomaviruses:P06429
Q02878	Papillomaviruses:P06429
P30050	Papillomaviruses:P06427
P52815	Papillomaviruses:P06429
P62851	Papillomaviruses:P06429
P08579	Papillomaviruses:P06429
P18583	Papillomaviruses:P06429
O00463	Papillomaviruses:P06429
Q99615	Papillomaviruses:P06429
P22314	Papillomaviruses:P06423
Q9BZK7	Papillomaviruses:P06427
Q14790	Papillomaviruses:P06423
Q8N5A5	Papillomaviruses:P06429
Q9BPW8	Papillomaviruses:P06427
O94842	Papillomaviruses:P06423
O94842	Papillomaviruses:P06429
Q9Y4E8	Papillomaviruses:P06427
A0A087WUS5	Papillomaviruses:P06429
A0A0C4DFM2	Papillomaviruses:P06429
A0A0C4DG91	Papillomaviruses:P06427
A0A0C4DGQ5	Papillomaviruses:P06423
A0A1B0GTW1	Papillomaviruses:P06429
A0A2R8YDB8	Papillomaviruses:P06429
A6NHB5	Papillomaviruses:P06429
B3KY94	Papillomaviruses:P06423
B3KY94	Papillomaviruses:P06427
E9PF18	Papillomaviruses:P06429
H0YBX6	Papillomaviruses:P06429
J3KQ48	Papillomaviruses:P06429
J3QK89	Papillomaviruses:P06423
O00203	Papillomaviruses:P06429
O00308	Papillomaviruses:P06423
O14735	Papillomaviruses:P06423
O15160	Papillomaviruses:P06429
O15230	Papillomaviruses:P06427
O15305	Papillomaviruses:P06423
O43741	Papillomaviruses:P06429
O43791	Papillomaviruses:P06423
O43889	Papillomaviruses:P06426
O60291	Papillomaviruses:P06427
O75880	Papillomaviruses:P06427
O76050	Papillomaviruses:P06429
O95235	Papillomaviruses:P06423
O95363	Papillomaviruses:P06429
O95377	Papillomaviruses:P06427
O95872	Papillomaviruses:P06429
O95971	Papillomaviruses:P06429
P00156	Papillomaviruses:P06427
P00156	Papillomaviruses:P06429
P00403	Papillomaviruses:P06429
P00505	Papillomaviruses:P06429
P00915	Papillomaviruses:P06429
P02538	Papillomaviruses:P06423
P03886	Papillomaviruses:P06429
P03973	Papillomaviruses:P06429
P04083	Papillomaviruses:P06427
P04156	Papillomaviruses:P06427
P04632	Papillomaviruses:P06423
P04733	Papillomaviruses:P06429
P05386	Papillomaviruses:P06429
P05549	Papillomaviruses:P06429
P07996	Papillomaviruses:P06429
P10074	Papillomaviruses:P06429
P11308	Papillomaviruses:P06429
P15408	Papillomaviruses:P06429
P15954	Papillomaviruses:P06429
P16144	Papillomaviruses:P06423
P17936	Papillomaviruses:P06429
P20807	Papillomaviruses:P06429
P22234	Papillomaviruses:P06427
P25787	Papillomaviruses:P06423
P26641	Papillomaviruses:P06423
P27449	Papillomaviruses:P06429
P28838	Papillomaviruses:P06427
P31274	Papillomaviruses:P06423
P47869	Papillomaviruses:P06429
P53365	Papillomaviruses:P06423
P53597	Papillomaviruses:P06427
P56537	Papillomaviruses:P06423
P62081	Papillomaviruses:P06429
P78330	Papillomaviruses:P06429
P99999	Papillomaviruses:P06429
Q07817	Papillomaviruses:P06423
Q08117	Papillomaviruses:P06429
Q0P5N6	Papillomaviruses:P06429
Q12834	Papillomaviruses:P06423
Q12894	Papillomaviruses:P06429
Q13287	Papillomaviruses:P06423
Q13572	Papillomaviruses:P06427
Q13829	Papillomaviruses:P06429
Q13895	Papillomaviruses:P06429
Q13950	Papillomaviruses:P06423
Q14160	Papillomaviruses:P06427
Q14669	Papillomaviruses:P06427
Q14683	Papillomaviruses:P06429
Q15038	Papillomaviruses:P06429
Q15631	Papillomaviruses:P06423
Q15678	Papillomaviruses:P06429
Q16533	Papillomaviruses:P06429
Q16563	Papillomaviruses:P06427
Q16589	Papillomaviruses:P06429
Q16629	Papillomaviruses:P06423
Q16787	Papillomaviruses:P06429
Q3B820	Papillomaviruses:P06429
Q5T0F9	Papillomaviruses:P06429
Q5T1Z8	Papillomaviruses:P06429
Q5T1Z8	Papillomaviruses:P06427
Q5VT06	Papillomaviruses:P06423
Q66K64	Papillomaviruses:P06429
Q66K74	Papillomaviruses:P06429
Q66K74	Papillomaviruses:P06423
Q68CP9	Papillomaviruses:P06429
Q6PF18	Papillomaviruses:P06429
Q6WKZ4	Papillomaviruses:P06429
Q6ZMU5	Papillomaviruses:P06429
Q7Z6J9	Papillomaviruses:P06427
Q86SG4	Papillomaviruses:P06429
Q86V42	Papillomaviruses:P06429
Q86VK4	Papillomaviruses:P06429
Q86X95	Papillomaviruses:P06429
Q8IUD6	Papillomaviruses:P06429
Q8IVS8	Papillomaviruses:P06429
Q8IWI9	Papillomaviruses:P06423
Q8IWX8	Papillomaviruses:P06423
Q8IWX8	Papillomaviruses:P06429
Q8IZ52	Papillomaviruses:P06429
Q8N1B4	Papillomaviruses:P06423
Q8N2W9	Papillomaviruses:P06423
Q8N2X6	Papillomaviruses:P06429
Q8N7W2	Papillomaviruses:P06429
Q8NC60	Papillomaviruses:P06429
Q8NCP5	Papillomaviruses:P06429
Q8NEG0	Papillomaviruses:P06429
Q8NEZ5	Papillomaviruses:P06423
Q8TAP4	Papillomaviruses:P06429
Q8TAS2	Papillomaviruses:P06427
Q8TBC3	Papillomaviruses:P06429
Q8TCE9	Papillomaviruses:P06429
Q8TEY7	Papillomaviruses:P06429
Q8WWH5	Papillomaviruses:P06429
Q8WWH5	Papillomaviruses:P06423
Q8WZ19	Papillomaviruses:P06429
Q969W3	Papillomaviruses:P06429
Q96BJ3	Papillomaviruses:P06429
Q96BR6	Papillomaviruses:P06423
Q96BZ8	Papillomaviruses:P06429
Q96C00	Papillomaviruses:P06429
Q96D16	Papillomaviruses:P06429
Q96EK4	Papillomaviruses:P06427
Q96EL3	Papillomaviruses:P06429
Q96GC5	Papillomaviruses:P06427
Q96KB5	Papillomaviruses:P06429
Q96LT9	Papillomaviruses:P06429
Q96ME1	Papillomaviruses:P06429
Q96QE5	Papillomaviruses:P06423
Q96QF0	Papillomaviruses:P06423
Q96QZ7	Papillomaviruses:P06427
Q96RT1	Papillomaviruses:P06427
Q96SH1	Papillomaviruses:P06429
Q96T23	Papillomaviruses:P06423
Q96T49	Papillomaviruses:P06429
Q99698	Papillomaviruses:P06423
Q99832	Papillomaviruses:P06429
Q9BRH9	Papillomaviruses:P06429
Q9BRH9	Papillomaviruses:P06423
Q9BT43	Papillomaviruses:P06429
Q9BUB7	Papillomaviruses:P06429
Q9BUB7	Papillomaviruses:P06427
Q9BVW5	Papillomaviruses:P06423
Q9BWF3	Papillomaviruses:P06429
Q9BWG6	Papillomaviruses:P06429
Q9BXU7	Papillomaviruses:P06429
Q9GZP9	Papillomaviruses:P06423
Q9H1K1	Papillomaviruses:P06429
Q9H396	Papillomaviruses:P06427
Q9H9D4	Papillomaviruses:P06429
Q9HB07	Papillomaviruses:P06427
Q9HB07	Papillomaviruses:P06423
Q9HBJ7	Papillomaviruses:P06429
Q9NP87	Papillomaviruses:P06429
Q9NPC7	Papillomaviruses:P06429
Q9NQ31	Papillomaviruses:P06427
Q9NQY0	Papillomaviruses:P06429
Q9NRL2	Papillomaviruses:P06423
Q9NY93	Papillomaviruses:P06423
Q9NZV6	Papillomaviruses:P06423
Q9P2F8	Papillomaviruses:P06427
Q9UHR5	Papillomaviruses:P06429
Q9UJD0	Papillomaviruses:P06429
Q9UPQ7	Papillomaviruses:P06427
Q9UPY5	Papillomaviruses:P06429
Q9UQ26	Papillomaviruses:P06427
Q9Y244	Papillomaviruses:P06423
Q9Y2L1	Papillomaviruses:P06429
Q9Y2Y4	Papillomaviruses:P06429
Q9Y3A4	Papillomaviruses:P06429
Q9Y3B6	Papillomaviruses:P06429
Q9Y570	Papillomaviruses:P06423
Q9Y624	Papillomaviruses:P06427
Q9Y679	Papillomaviruses:P06427
Q00403	Papillomaviruses:P03120
P20226	Papillomaviruses:P03120
P20226	Papillomaviruses:P03129
P16070	Papillomaviruses:P06927
P21333	Papillomaviruses:P03129
P21675	Papillomaviruses:P03120
P28749	Papillomaviruses:P03129
P28749	Papillomaviruses:A0MPS7
Q13616	Papillomaviruses:P03129
P62877	Papillomaviruses:P03129
Q07955	Papillomaviruses:P03120
Q9Y4K3	Papillomaviruses:P03126
O15111	Papillomaviruses:P03129
P51665	Papillomaviruses:P03126
P07900	Papillomaviruses:P03129
Q13158	Papillomaviruses:P03126
P63279	Papillomaviruses:P03114
P36507	Papillomaviruses:P03126
Q92973	Papillomaviruses:A0A220NMU2
Q92973	Papillomaviruses:A0A089NDG7
Q92973	Papillomaviruses:P03107
Q92973	Papillomaviruses:P03126
Q92973	Papillomaviruses:P03101
P52272	Papillomaviruses:P03129
P30153	Papillomaviruses:P03129
Q15370	Papillomaviruses:P03129
Q15369	Papillomaviruses:P03129
P60842	Papillomaviruses:P03129
P07910	Papillomaviruses:P03129
P35637	Papillomaviruses:P03129
Q96L91	Papillomaviruses:P03120
Q13148	Papillomaviruses:P03129
P68104	Papillomaviruses:P03129
P05556	Papillomaviruses:P06927
Q13617	Papillomaviruses:P03129
P04406	Papillomaviruses:P03126
P68400	Papillomaviruses:P03129
Q14980	Papillomaviruses:P03129
P02545	Papillomaviruses:P03129
Q86VP1	Papillomaviruses:P03120
Q86VP1	Papillomaviruses:P03126
Q13813	Papillomaviruses:P03120
P11021	Papillomaviruses:P03120
P11021	Papillomaviruses:P03129
Q12959	Papillomaviruses:P03126
Q12959-1	Papillomaviruses:P03126
Q12959	Papillomaviruses:A0A384KQ78
Q12959	Papillomaviruses:Q9WH13
Q9UKL0	Papillomaviruses:P03129
Q03518	Papillomaviruses:P06927
P04637	Papillomaviruses:P03126
P04637	Papillomaviruses:P03120
P04637-1	Papillomaviruses:P03126
Q9NZN5	Papillomaviruses:P03126
Q15365	Papillomaviruses:P03120
P26045	Papillomaviruses:P03126
P26045	Papillomaviruses:Q77E16
Q96RI1	Papillomaviruses:P03129
P41229	Papillomaviruses:P03120
O60885	Papillomaviruses:P03120
O60885-1	Papillomaviruses:P03120
O14746	Papillomaviruses:P03126
P60468	Papillomaviruses:P06927
O00410	Papillomaviruses:P03107
O00410	Papillomaviruses:P03101
Q08999	Papillomaviruses:P03129
Q08999	Papillomaviruses:A0MPS7
P04114	Papillomaviruses:P06927
P27824	Papillomaviruses:P06927
Q15629	Papillomaviruses:P06927
Q9P0J7	Papillomaviruses:P03129
Q4G0J3	Papillomaviruses:P03129
Q9Y3Z3	Papillomaviruses:P03129
P06400	Papillomaviruses:P03129
P06400	Papillomaviruses:A0MPS7
Q05086	Papillomaviruses:P03126
Q05086-1	Papillomaviruses:Q77E16
Q05086	Papillomaviruses:Q77E16
Q9NP72	Papillomaviruses:P06927
Q9BXK5	Papillomaviruses:P03120
Q13114	Papillomaviruses:P03129
Q12933	Papillomaviruses:P03129
Q16611	Papillomaviruses:P03126
Q92793	Papillomaviruses:P03129
Q92793	Papillomaviruses:P03126
O15350-1	Papillomaviruses:P03126
