"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Alias","ENTREZID","GO","Path","Evidance","PMID","UNIPROT","ENSEMBL","Symbol"
"LCE5A",3.80935033871358,-3.25867577898592,1.0089655620574,-3.22971952812847,0.00123911710908336,0.00559603187125378,NA,"254910",NA,NA,NA,NA,"Q5TCM9","ENSG00000186207","LCE5A"
"C19orf46",76.6383337882055,1.75118246440627,0.542259958682703,3.22941503676645,0.00124043732987218,0.00560065462999679,NA,NA,NA,NA,NA,NA,NA,NA,"C19orf46"
"ZNF501",79.8751173123907,0.834343402844079,0.25849981112535,3.22763641184827,0.00124817512314504,0.00563424400555213,NA,"115560",NA,NA,NA,NA,"Q96CX3",NA,"ZNF501"
"LAMB3",21441.0649764065,-1.08897480864053,0.337517532173083,-3.22642442195298,0.00125347331390956,0.00565680762744751,NA,"3914",NA,NA,NA,NA,NA,"ENSG00000196878","LAMB3"
"STON1",341.202457590313,-1.00651574269106,0.311990544360104,-3.22610976802336,0.00125485220883654,0.0056616772777184,NA,"11037",NA,"03022",NA,NA,NA,"ENSG00000243244","STON1"
"LY86",122.290847303107,1.27860675576144,0.396397811054174,3.22556462247137,0.00125724449338063,0.00567111574868923,NA,"9450",NA,NA,NA,NA,"O95711","ENSG00000112799","LY86"
"C7orf53",59.0086766648982,-0.858840290000161,0.266292127575415,-3.22518092374674,0.00125893081839871,0.00567736606472519,NA,NA,NA,NA,NA,NA,NA,NA,"C7orf53"
"NFKBIE",752.825347765649,0.717745623005577,0.222584830626232,3.22459361218027,0.00126151605050491,0.00568766620478358,NA,"4794",NA,NA,NA,NA,NA,"ENSG00000146232","NFKBIE"
"GZMB",377.142191824092,1.44763213620346,0.449016660290554,3.22400539718662,0.00126411017129862,0.00569800149306768,NA,"3002",NA,NA,NA,NA,NA,"ENSG00000100453","GZMB"
"P2RY10",78.3494805236057,1.80961250575411,0.561565479846589,3.22244256582237,0.00127102644828879,0.0057278094025272,NA,"27334",NA,"04080",NA,NA,"O00398","ENSG00000078589","P2RY10"
"RGL1",596.063802008828,0.875920800497495,0.27187264389226,3.22180557763145,0.00127385543375812,0.00573918833219298,NA,"23179",NA,NA,NA,NA,NA,"ENSG00000143344","RGL1"
"TDRKH",285.466414216062,0.940909667039379,0.29208539369797,3.22135131485666,0.00127587645048527,0.00574692250430889,NA,"11022",NA,NA,NA,NA,NA,"ENSG00000182134","TDRKH"
"TMEM194A",1916.51132222538,0.754203813839315,0.234178335394466,3.22063871779122,0.00127905276171607,0.00575959463833576,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM194A"
"CD3D",457.751764996902,1.55819418357565,0.483823585286293,3.22058335096172,0.0012792998577047,0.00575959463833576,NA,"915",NA,NA,NA,NA,NA,"ENSG00000167286","CD3D"
"SPN",333.240312851559,1.49759301659806,0.465132867626628,3.21971015344419,0.00128320267304129,0.00577578852738154,NA,"6693",NA,"04514",NA,NA,NA,"ENSG00000197471","SPN"
"LOC646903",30.2152950787428,-1.22246574940483,0.379752867001756,-3.21910867732615,0.0012858974006521,0.00578653830293446,"LOC646903","646903",NA,NA,NA,"12477932",NA,NA,"LOC646903"
"LOC284751",24.8867266857633,-1.34660473227285,0.418356900209863,-3.21879412434059,0.00128730873720178,0.00579150907215727,NA,NA,NA,NA,NA,NA,NA,NA,"LOC284751"
"ARPC1A",5430.23110731319,-0.711381635307373,0.221023999319165,-3.2185719084746,0.00128830663717523,0.00579461789498395,NA,"10552",NA,NA,NA,NA,NA,"ENSG00000241685","ARPC1A"
"CROCCP3",101.290931179042,0.823572203209274,0.255929566753286,3.21796427687932,0.00129103896192258,0.00580460617993891,NA,"114819",NA,NA,NA,NA,NA,"ENSG00000080947","CROCCP3"
"CAPN7",1048.91636940086,0.527621388857098,0.163962400436351,3.21794135395033,0.00129114214361526,0.00580460617993891,NA,"23473",NA,NA,NA,NA,NA,"ENSG00000131375","CAPN7"
"FAM126A",1397.12133715816,-0.755721374774442,0.234866699112967,-3.21766081623582,0.00129240552900724,0.00580890292756836,NA,"84668",NA,NA,NA,NA,"Q9BYI3","ENSG00000122591","FAM126A"
"HAUS7",626.366232308006,-0.769095957792972,0.239059793867896,-3.21716983583602,0.00129461937718729,0.00581654009404389,NA,"55559",NA,NA,NA,NA,"Q99871","ENSG00000213397","HAUS7"
"APLN",238.88876544572,-1.43109663938181,0.444834034018941,-3.21714736269679,0.00129472079309747,0.00581654009404389,NA,"8862",NA,NA,NA,NA,"Q9ULZ1","ENSG00000171388","APLN"
"GPRIN3",88.2048310021923,1.29645950157075,0.403032957905271,3.21675802472577,0.0012964789467127,0.00582305315695272,NA,"285513",NA,NA,"IBA",NA,"Q6ZVF9","ENSG00000185477","GPRIN3"
"MAP3K1",1391.90855287264,0.700770086588483,0.217878534646834,3.21633376011264,0.00129839732910436,0.00583028260835876,NA,"4214",NA,NA,NA,NA,"Q13233","ENSG00000095015","MAP3K1"
"OLFM1",1284.35612925665,1.6945073378008,0.526907487787806,3.21594848635594,0.00130014167733804,0.0058354387924213,NA,"10439",NA,NA,NA,NA,NA,"ENSG00000130558","OLFM1"
"THUMPD3",1310.20026219972,0.42345788558525,0.131674536295794,3.21594362507564,0.00130016370086412,0.0058354387924213,"THUMPD3","25917",NA,NA,NA,NA,NA,"ENSG00000134077","THUMPD3"
"INTS7",1204.51271457723,0.538948290984907,0.167592897634015,3.2158182034769,0.00130073202945536,0.00583630502395949,NA,"25896",NA,NA,NA,NA,"Q9NVH2","ENSG00000143493","INTS7"
"NDUFV1",4230.33350757421,-0.502070921536306,0.156128006963443,-3.21576462353653,0.00130097488856294,0.00583630502395949,NA,"4723",NA,NA,NA,NA,NA,"ENSG00000167792","NDUFV1"
"RNF38",1290.41197027732,0.548667648587005,0.170629819298699,3.21554374752356,0.00130197648409718,0.00583941091988667,"RNF38","152006",NA,NA,NA,NA,"Q9H0F5","ENSG00000137075","RNF38"
"NOD2",639.235658897987,-1.15979818951724,0.360716354671437,-3.21526366769162,0.00130324757162228,0.00584372373483067,NA,"64127",NA,NA,NA,NA,NA,"ENSG00000167207","NOD2"
"FOXF2",251.62423874953,-1.29792678222489,0.403696230512614,-3.21510750936856,0.00130395676280081,0.00584551557341048,NA,"2295",NA,NA,NA,NA,"Q12947","ENSG00000137273","FOXF2"
"ATP6V1B2",3524.43496631374,0.536570925526281,0.166894355990891,3.2150333804911,0.00130429354287254,0.00584563747365758,NA,"526",NA,NA,NA,NA,NA,"ENSG00000147416","ATP6V1B2"
"SPEN",3405.91614400306,0.396232906398913,0.123247579986496,3.21493457674647,0.00130474254985732,0.00584626217997291,NA,"23013",NA,NA,NA,NA,"Q96T58","ENSG00000065526","SPEN"
"C20orf96",225.325761719958,0.919800738718273,0.286158890860362,3.21430075421668,0.00130762630821805,0.00585680037236329,NA,"140680",NA,NA,NA,NA,NA,"ENSG00000196476","C20orf96"
"ANO9",1106.04052114657,1.06222290872231,0.33046980007939,3.21428133060004,0.00130771477438214,0.00585680037236329,NA,"338440",NA,NA,NA,NA,"A1A5B4","ENSG00000185101","ANO9"
"ANKRD19P",90.9304299176301,1.44394573047045,0.449238779397525,3.21420544416697,0.00130806045717569,0.00585695934370202,NA,"138649",NA,NA,NA,NA,NA,"ENSG00000187984","ANKRD19P"
"SDHD",3220.745375906,-0.634297420732795,0.197347846918456,-3.21410864439218,0.00130850152816901,0.00585754524772101,NA,"6392",NA,NA,NA,NA,NA,"ENSG00000204370","SDHD"
"ANO6",2487.26057705245,-0.854012572535706,0.265715950395148,-3.21400567510418,0.00130897086137955,0.00585825736064674,NA,"196527",NA,NA,NA,NA,NA,"ENSG00000177119","ANO6"
"CYP4V2",465.110295289941,1.03478410342685,0.321972560148774,3.21388910579431,0.00130950237086698,0.005859247338083,NA,"285440",NA,NA,NA,NA,"Q6ZWL3","ENSG00000145476","CYP4V2"
"HNRNPUL1",9396.42237005593,0.410481226013979,0.127737024368768,3.21348667735478,0.00131133881482312,0.00586607427185266,NA,"11100",NA,NA,NA,NA,NA,"ENSG00000105323","HNRNPUL1"
"BCL9L",2489.55977374929,-0.809996058018735,0.252097812352813,-3.21302295509466,0.00131345791439791,0.00587416208897711,NA,"283149",NA,NA,NA,NA,NA,"ENSG00000186174","BCL9L"
"ZCCHC18",24.0909400992054,1.27677315777951,0.397423843436366,3.2126234468968,0.00131528610463166,0.00588094535345843,NA,"644353",NA,NA,NA,NA,"P0CG32","ENSG00000166707","ZCCHC18"
"WIF1",14.1864010864429,-4.16049847178206,1.29534545570649,-3.21188332691753,0.00131867917510703,0.00589472068758783,NA,"11197",NA,"04310",NA,NA,"Q9Y5W5","ENSG00000156076","WIF1"
"ZNF565",105.447964239622,0.55924795958518,0.174122289168078,3.21181143584291,0.00131900918883339,0.00589480035587033,"ZNF565","147929",NA,NA,NA,NA,"Q8N9K5","ENSG00000196357","ZNF565"
"PPP2R5B",983.41261434397,-0.698042866497449,0.217346590992466,-3.21165776426484,0.00131971486897678,0.00589655848462367,NA,"5526",NA,NA,NA,NA,NA,"ENSG00000068971","PPP2R5B"
"KRT73",9.27684008610285,3.04412983242991,0.947893734180203,3.21146740680026,0.0013205894986071,0.00589907047851885,NA,"319101",NA,NA,NA,NA,"Q86Y46","ENSG00000186049","KRT73"
"TMPRSS7",3.25357278219392,-1.85866941891132,0.578792320975573,-3.21128900911898,0.00132140966247908,0.00590133804326632,"TMPRSS7","344805",NA,NA,NA,NA,"Q7RTY8","ENSG00000176040","TMPRSS7"
"PPP2R1B",1231.60107482832,-0.56726153497914,0.176686786595816,-3.21054871113137,0.0013248181262676,0.00591516099791553,NA,"5519",NA,NA,NA,NA,"P30154","ENSG00000137713","PPP2R1B"
"POLR2C",1834.44726343093,-0.447723588835631,0.13945835829543,-3.21044643224015,0.00132528967380152,0.0059155569277023,NA,"5432",NA,NA,NA,NA,NA,"ENSG00000102978","POLR2C"
"LINC00339",373.587485645486,0.535950967023041,0.166942448929769,3.21039358448918,0.00132553338423411,0.0059155569277023,NA,"29092",NA,NA,NA,NA,NA,"ENSG00000218510","LINC00339"
"TCF24",42.3466251123729,1.7802441840354,0.55464259979065,3.20971411988071,0.00132867046008056,0.00592815586655035,NA,"100129654",NA,NA,NA,NA,"Q7RTU0","ENSG00000261787","TCF24"
"GUCA1C",1.36771851376404,-3.97808424905094,1.23963674494546,-3.20907254909258,0.00133163886737637,0.00593909327967707,NA,"9626",NA,NA,NA,NA,"O95843","ENSG00000138472","GUCA1C"
"RPL19",36059.8673691021,-0.456371486205545,0.14221396364361,-3.20904835582262,0.00133175092395682,0.00593909327967707,NA,"6143",NA,"03010",NA,NA,NA,"ENSG00000108298","RPL19"
"MEF2A",2334.14188011046,-0.550522656075441,0.171582402449023,-3.20850301789544,0.00133427908887467,0.00594896287039703,NA,"4205",NA,NA,NA,NA,NA,"ENSG00000068305","MEF2A"
"KIAA2022",109.906485582236,2.5068050347249,0.781371070145429,3.20821326832376,0.00133562415704578,0.00595355413912617,NA,NA,NA,NA,NA,NA,NA,NA,"KIAA2022"
"SEPT3",176.041788652221,1.55464886890696,0.484639479115982,3.20784611221264,0.00133733035688497,0.00595957575305067,NA,NA,NA,NA,NA,NA,NA,NA,"SEPT3"
"ARHGEF10L",1152.04475842475,0.839608899250618,0.261740869446411,3.20778677409612,0.00133760629390047,0.00595957575305067,NA,"55160",NA,NA,NA,NA,NA,"ENSG00000074964","ARHGEF10L"
"SSBP3",1973.8181855073,0.787715475182981,0.245606992244636,3.2072192570087,0.00134024804457986,0.00596993714974214,NA,"23648",NA,NA,NA,NA,NA,"ENSG00000157216","SSBP3"
"CSH2",1.33306142276807,3.58843112897264,1.11914559629151,3.20640240274684,0.00134405889264269,0.00598550000256588,NA,"1443",NA,NA,NA,NA,NA,"ENSG00000213218","CSH2"
"MAOA",2021.03089037526,1.41140879604851,0.440235055407387,3.20603454611857,0.00134577830660287,0.00599174392484681,NA,"4128",NA,NA,NA,NA,NA,"ENSG00000189221","MAOA"
"SCFD1",1834.97562284221,-0.457337028221981,0.142674950074083,-3.20544726305853,0.00134852755709251,0.0060025689139606,NA,"23256",NA,NA,NA,NA,NA,"ENSG00000092108","SCFD1"
"C6orf97",27.0433167011874,1.2578373747202,0.392550198860804,3.20427139858926,0.00135404771458367,0.00602571976119937,NA,NA,NA,NA,NA,NA,NA,NA,"C6orf97"
"SPIC",2.29382084032833,2.86822802899218,0.895232382739821,3.20389217849124,0.00135583242365937,0.00603224029772294,NA,"121599",NA,NA,NA,NA,"Q8N5J4","ENSG00000166211","SPIC"
"TM6SF2",14.3832001774578,-1.54075858119058,0.48097919176928,-3.20337887284251,0.00135825163097894,0.00604158004620596,"TM6SF2","53345",NA,NA,NA,NA,NA,"ENSG00000213996","TM6SF2"
"CHRNA2",1.83233101006768,2.92534695559753,0.913298747198754,3.20305591633633,0.00135977576364924,0.00604582393373855,"CHRNA2","1135",NA,"04080",NA,NA,"Q15822","ENSG00000120903","CHRNA2"
"NFYB",1339.03880395037,0.443180487917066,0.138362414148216,3.20304101836734,0.00135984610987118,0.00604582393373855,NA,"4801",NA,"04612",NA,NA,NA,"ENSG00000120837","NFYB"
"SGOL2",630.047705671325,0.634969206999358,0.198262787504372,3.20266457963199,0.00136162471778685,0.00605230647863731,NA,NA,NA,NA,NA,NA,NA,NA,"SGOL2"
"BUB1B",1278.44450283393,0.516676754299456,0.161341092258965,3.20238785460898,0.0013629335638846,0.00605669841216028,NA,"701",NA,"04110",NA,NA,"O60566","ENSG00000156970","BUB1B"
"PPP2R5C",3377.32299613742,-0.500856959544172,0.156431332605218,-3.20176879658868,0.00136586576974772,0.00606830057985329,NA,"5527",NA,NA,NA,NA,"Q13362","ENSG00000078304","PPP2R5C"
"SLIT1",18.8877246188999,1.47885502156761,0.461904557215982,3.20164631083325,0.00136644662003552,0.00606893305586513,NA,"6585",NA,"04360",NA,NA,NA,"ENSG00000187122","SLIT1"
"CEL",284.549850961635,1.5594963427455,0.487098565665602,3.2016032332481,0.00136665095612427,0.00606893305586513,NA,"1056",NA,NA,NA,NA,NA,"ENSG00000170835","CEL"
"ZNF701",91.5509000057124,1.05402290097175,0.329294783851494,3.20084906491289,0.00137023287994829,0.00608340870895452,"ZNF701","55762",NA,NA,NA,NA,NA,"ENSG00000167562","ZNF701"
"CRYBB3",19.5661395375846,-1.70371347782043,0.532301301502803,-3.20065623174408,0.00137115013042922,0.00608605001475424,NA,"1417",NA,NA,NA,NA,"P26998","ENSG00000100053","CRYBB3"
"PLEKHM1",1220.92689364636,-0.553796350433365,0.173031445159872,-3.20055322847062,0.00137164031861996,0.00608679494622374,NA,"9842",NA,NA,NA,NA,"Q9Y4G2",NA,"PLEKHM1"
"RCHY1",599.534542697961,0.431213272733971,0.134757806356966,3.19991312111234,0.00137469018728244,0.00609889570401013,NA,"25898",NA,NA,NA,NA,"Q96PM5","ENSG00000163743","RCHY1"
"NMUR1",5.34779196351609,1.99532034137947,0.623613404027544,3.19961105469012,0.0013761315902282,0.00610385639809465,NA,"10316",NA,"04080",NA,NA,"Q9HB89","ENSG00000171596","NMUR1"
"LOC388630",49.2864047986493,-1.9882372652437,0.621454490437685,-3.19932882590228,0.00137747959125607,0.00610840057353151,NA,NA,NA,NA,NA,NA,NA,NA,"LOC388630"
"NKAIN4",7.81181883217506,-2.64271020011214,0.826046744156139,-3.1992259745686,0.00137797113973622,0.00610914558828347,NA,"128414",NA,NA,NA,NA,NA,"ENSG00000101198","NKAIN4"
"PSG9",1.80874363494317,-3.63908147242384,1.1377503113926,-3.19848866309659,0.00138149964805032,0.00612335125692164,NA,"5678",NA,NA,NA,NA,NA,"ENSG00000183668","PSG9"
"MAU2",2143.07126463419,0.427744828395938,0.133779578037747,3.19738509173086,0.00138679651696605,0.00614538648987394,NA,"23383",NA,NA,NA,NA,"Q9Y6X3","ENSG00000129933","MAU2"
"BHLHE22",61.0297280650132,1.50138167710607,0.469617124686252,3.19703349427289,0.00138848802760544,0.00615143851178929,NA,"27319",NA,NA,NA,NA,NA,"ENSG00000180828","BHLHE22"
"ZNF746",711.334345244285,-0.564646083990784,0.176642694448871,-3.19654365414032,0.00139084778596375,0.00616044754740029,NA,"155061",NA,NA,NA,NA,"Q6NUN9","ENSG00000181220","ZNF746"
"TSPAN32",17.3321003334912,1.54481089319462,0.483294144113413,3.19641963804159,0.00139144580815415,0.00616165097316289,NA,"10077",NA,NA,NA,NA,"Q96QS1","ENSG00000064201","TSPAN32"
"NENF",1594.02152550304,-0.543974103029854,0.170186103006288,-3.19634854680088,0.00139178872652315,0.00616172443943966,NA,"29937",NA,NA,NA,NA,"Q9UMX5","ENSG00000117691","NENF"
"TNFAIP2",10947.9598828045,1.30452022281776,0.408162358592796,3.19608164583158,0.00139307685566987,0.00616598152572865,NA,"7127",NA,NA,NA,NA,"Q03169","ENSG00000185215","TNFAIP2"
"EGF",32.5785738758289,-1.91980290358839,0.600711395422998,-3.1958822792708,0.00139403976449887,0.00616879747674423,NA,"1950",NA,NA,NA,NA,"P01133","ENSG00000138798","EGF"
"TMIE",35.8156434468383,1.34414818496485,0.420624756533305,3.19559931765076,0.00139540747793785,0.00617288307184435,NA,"259236",NA,NA,NA,NA,"Q8NEW7","ENSG00000181585","TMIE"
"CDC42EP4",5311.3708488477,0.88068087581008,0.275595505331618,3.19555601877605,0.00139561687499754,0.00617288307184435,NA,"23580",NA,NA,NA,NA,NA,"ENSG00000179604","CDC42EP4"
"BPIFB4",1.98099859610462,3.40917775949987,1.06705991559556,3.19492627327968,0.00139866565518672,0.00618491918061726,NA,"149954",NA,NA,"IEA",NA,"P59827","ENSG00000186191","BPIFB4"
"ATP1B3",20821.3656778357,-0.920950170320262,0.28830938581501,-3.19431213700125,0.00140164478042867,0.00619664171015084,NA,"483",NA,NA,NA,NA,"P54709","ENSG00000069849","ATP1B3"
"HCLS1",1289.12073676024,1.17706447535701,0.368513994760191,3.19408351404126,0.00140275530554013,0.00620009964400952,NA,"3059",NA,NA,NA,NA,"P14317","ENSG00000180353","HCLS1"
"HSPD1",13393.0775688269,-0.47649565457325,0.149195662751934,-3.19376344984983,0.00140431136502791,0.00620552473542173,NA,"3329",NA,NA,NA,NA,NA,"ENSG00000144381","HSPD1"
"CCDC93",1373.50029015704,0.457320762016056,0.143221417273349,3.19310317355137,0.00140752646688092,0.0062182767308483,"CCDC93","54520",NA,NA,NA,NA,"Q567U6","ENSG00000125633","CCDC93"
"PTDSS2",712.466547072929,-0.622415685472699,0.194964392177087,-3.19245826646824,0.00141067328144884,0.00623072114627297,NA,"81490",NA,NA,NA,NA,NA,NA,"PTDSS2"
"MBLAC2",274.402782412475,0.864129346006144,0.270723704998514,3.19192346311486,0.00141328776507991,0.00624080906927942,"MBLAC2","153364",NA,NA,NA,NA,NA,"ENSG00000176055","MBLAC2"
"NCL",25524.2530136388,-0.445048865056031,0.139441521816336,-3.19165238057444,0.00141461470696235,0.00624520806566826,NA,"4691",NA,"05130",NA,NA,NA,"ENSG00000115053","NCL"
"ATP2A3",1295.10965568737,1.23884656727438,0.388196710175155,3.19128559001804,0.00141641196564677,0.0062516808638014,NA,"489",NA,NA,NA,NA,NA,"ENSG00000074370","ATP2A3"
"CHD4",7395.21706468702,-0.396946232178278,0.124422823983246,-3.19030077818945,0.00142124792260519,0.00627155954069437,NA,"1108",NA,NA,NA,NA,NA,"ENSG00000111642","CHD4"
"ESYT2",4044.13918835555,-0.59621404682084,0.186923212842241,-3.18962015340509,0.00142459904761958,0.00628209166025009,NA,"57488",NA,NA,NA,NA,"A0FGR8","ENSG00000117868","ESYT2"
"RAP1B",6625.46756143645,-0.78041734344178,0.244675152346291,-3.18960603869267,0.0014246686198683,0.00628209166025009,NA,"5908",NA,NA,NA,NA,NA,"ENSG00000127314","RAP1B"
"FNDC5",31.7012420461682,-1.54381251029417,0.484015029701859,-3.18959622234277,0.00142471700708172,0.00628209166025009,NA,"252995",NA,NA,NA,NA,"Q8NAU1","ENSG00000160097","FNDC5"
"FAM54B",972.87187369682,0.367696907434019,0.115281901795905,3.18954581513575,0.00142496550052172,0.00628209166025009,NA,NA,NA,NA,NA,NA,NA,NA,"FAM54B"
"ACCN1",5.22982078817044,-2.65169702811269,0.831475269668112,-3.18914719997761,0.00142693196956544,0.00628929258854685,NA,NA,NA,NA,NA,NA,NA,NA,"ACCN1"
"STARD13",372.047354087877,-1.0854783575757,0.340431563112773,-3.18853618521886,0.00142995111624102,0.00630112881607071,NA,"90627",NA,NA,NA,NA,NA,"ENSG00000133121","STARD13"
"RRP1B",1947.8351206365,0.458024878839498,0.143676589600198,3.18788802068605,0.00143316026325423,0.00631379656807429,NA,"23076",NA,NA,NA,NA,"Q14684","ENSG00000160208","RRP1B"
"CYP2J2",199.392483650912,1.24790597811716,0.391466291360891,3.18777377684026,0.00143372658715303,0.00631481815223313,NA,"1573",NA,NA,NA,NA,"P51589","ENSG00000134716","CYP2J2"
"LOC439994",107.912138619421,-0.430950997766128,0.135217628726115,-3.18709181506965,0.00143711146734503,0.00632825063582296,NA,NA,NA,NA,NA,NA,NA,NA,"LOC439994"
"COL4A3BP",1412.07737773334,0.503635384443122,0.158029441868574,3.18697186099013,0.00143770761415511,0.00632939966670012,NA,NA,NA,NA,NA,NA,NA,NA,"COL4A3BP"
"FAM25A",253.871064486691,-2.26112924092814,0.709559907459558,-3.18666432130259,0.00143923706394228,0.00633465600031656,NA,"643161",NA,NA,NA,NA,NA,"ENSG00000188100","FAM25A"
"MEPE",0.99056733788467,-3.52627437293778,1.10664996789277,-3.1864405866765,0.00144035067845194,0.00633523597404841,NA,"56955",NA,NA,NA,NA,NA,"ENSG00000152595","MEPE"
"KRTAP5-9",20.1750558642445,1.7711910786525,0.555862484740889,3.1863835521804,0.00144063468840086,0.00633523597404841,NA,"3846",NA,NA,NA,NA,"P26371","ENSG00000254997","KRTAP5-9"
"TRPM1",3.19384821376133,-2.18988284183648,0.687263554678089,-3.18637999488014,0.00144065240410397,0.00633523597404841,NA,"4308",NA,NA,NA,NA,"Q7Z4N2",NA,"TRPM1"
"LOC100130950",24.212232408539,0.674903650346098,0.211809996216265,3.18636354469786,0.00144073433023145,0.00633523597404841,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100130950"
"GSTCD",456.039559598325,0.502754142034472,0.157788934122272,3.18624461741331,0.00144132674637635,0.00633523597404841,"GSTCD","79807",NA,NA,NA,NA,NA,"ENSG00000138780","GSTCD"
"ZNF772",124.59252287796,-1.32568882705258,0.416072467459777,-3.18619695060869,0.00144156425352454,0.00633523597404841,"ZNF772","400720",NA,NA,NA,NA,"Q68DY9","ENSG00000197128","ZNF772"
"APOBEC3G",884.616996705398,1.25809568786595,0.394863947365345,3.18614980238221,0.00144179921226555,0.00633523597404841,NA,"60489",NA,NA,NA,NA,"Q9HC16","ENSG00000239713","APOBEC3G"
"GOLGA6L6",23.3496348680145,2.78638284027592,0.874543740480523,3.18609888939908,0.00144205297195531,0.00633523597404841,"GOLGA6L6","727832",NA,NA,NA,NA,"A8MZA4","ENSG00000277322","GOLGA6L6"
"PTGES2",1781.49213631682,-0.593009349793354,0.186137416071736,-3.18586860346667,0.00144320127377507,0.00633880587378947,NA,"80142",NA,NA,NA,NA,NA,"ENSG00000148334","PTGES2"
"PDE4B",589.214607296518,1.42030608197889,0.445827653411553,3.18577385478548,0.00144367397494026,0.00633940744065629,NA,"5142",NA,"00230",NA,NA,NA,"ENSG00000184588","PDE4B"
"S100A7A",1565.87038830016,-2.68810380267835,0.843894321895052,-3.18535595386154,0.00144576058593125,0.00634709402082164,NA,"338324",NA,NA,NA,NA,"Q86SG5","ENSG00000184330","S100A7A"
"CAMTA1",1243.78308897209,0.479637831464288,0.150624822187157,3.18432131238183,0.00145093859558105,0.00636834555131598,NA,"23261",NA,NA,NA,NA,"Q9Y6Y1","ENSG00000171735","CAMTA1"
"TMED1",1039.84798050951,0.422180344760284,0.132605247058298,3.18373785446572,0.00145386612512651,0.00637971186954188,NA,"11018",NA,NA,NA,NA,"Q13445","ENSG00000099203","TMED1"
"ETV3L",2.18812138439884,-2.78598857712593,0.875104587705645,-3.18360641261207,0.0014545263921817,0.00638112624004992,"ETV3L","440695",NA,NA,NA,NA,"Q6ZN32","ENSG00000253831","ETV3L"
"RAB22A",3343.39689461778,-0.652012698262091,0.204812533707708,-3.18346092623702,0.0014552575307942,0.00638157131644355,"RAB22A","57403",NA,"04144",NA,NA,"Q9UL26","ENSG00000124209","RAB22A"
"ERAL1",1709.6281855919,-0.339315413685134,0.106587265354107,-3.18345172434859,0.00145530378607171,0.00638157131644355,NA,"26284",NA,NA,NA,NA,"O75616","ENSG00000132591","ERAL1"
"C11orf93",125.080542587784,1.45972599479413,0.458553984488751,3.18332419774217,0.00145594496560313,0.00638290058985798,NA,NA,NA,NA,NA,NA,NA,NA,"C11orf93"
"TRAPPC2P1",267.924844098494,-0.688922095056834,0.216534038958401,-3.18158797744121,0.00146470029166325,0.00641979361819533,NA,NA,NA,NA,NA,NA,NA,NA,"TRAPPC2P1"
"LCK",490.710264406207,1.301446634178,0.409082304386582,3.18138091093801,0.00146574770856803,0.00642289353288036,NA,"3932",NA,NA,NA,NA,NA,"ENSG00000182866","LCK"
"NCAN",2.18405193613288,2.0476567859129,0.643664862660123,3.18124680202425,0.00146642644797572,0.00642437684238458,NA,"1463",NA,NA,NA,NA,NA,"ENSG00000130287","NCAN"
"YTHDC2",1379.20980941402,0.503042630430639,0.158141400418397,3.18096734378051,0.00146784174646817,0.006429085561775,NA,"64848",NA,NA,NA,NA,"Q9H6S0","ENSG00000047188","YTHDC2"
"STC2",733.220179406624,-1.18432975637515,0.372342196507225,-3.18075621695531,0.00146891181944797,0.00643228037449364,NA,"8614",NA,NA,NA,NA,NA,"ENSG00000113739","STC2"
"PUM2",5662.9154905546,0.331847377088368,0.104335992532491,3.18056472204476,0.00146988301191184,0.00643504081403184,NA,"23369",NA,NA,NA,NA,NA,"ENSG00000055917","PUM2"
"GNG7",100.092598575219,1.33838970465577,0.420875093178721,3.1800164142463,0.00147266710316012,0.00644427610810783,"GNG7","2788",NA,"04062",NA,NA,"O60262","ENSG00000176533","GNG7"
"DERL2",1165.88318248442,-0.461373156461552,0.145085221242084,-3.18001483894573,0.00147267510891247,0.00644427610810783,NA,"51009",NA,"04141",NA,NA,NA,"ENSG00000072849","DERL2"
"PSMC3",5047.12128011316,-0.425353476869992,0.133781410170582,-3.17946623770546,0.0014754655666761,0.00645499092446202,NA,"5702",NA,"03050",NA,NA,NA,"ENSG00000165916","PSMC3"
"MTOR",2339.17595832011,0.380542763836032,0.119697877727788,3.17919390936444,0.00147685257243262,0.00645956225913197,NA,"2475",NA,NA,NA,NA,"P42345","ENSG00000198793","MTOR"
"FCGR1B",20.0555110633647,1.33806839299031,0.420935881178729,3.17879385630747,0.00147889227670996,0.00646698563428378,NA,"2210",NA,NA,NA,NA,NA,"ENSG00000198019","FCGR1B"
"CACNA1S",40.8326464539266,-4.29432416459135,1.35161353117031,-3.1771834666919,0.00148712926756944,0.00650149915032324,NA,"779",NA,NA,NA,NA,NA,"ENSG00000081248","CACNA1S"
"NKAP",635.884933879362,-0.420220115453046,0.132274706541394,-3.17687429774447,0.00148871546612374,0.00650692718318251,NA,"79576",NA,NA,NA,NA,"Q8N5F7","ENSG00000101882","NKAP"
"CERS5",1458.31240184528,-0.382129961644517,0.120296235240005,-3.17657456928824,0.00149025471805116,0.0065107677449915,NA,"91012",NA,NA,NA,NA,"Q8N5B7","ENSG00000139624","CERS5"
"TNNT2",380.40861111245,-1.68087584631241,0.52915591494968,-3.17652283348709,0.00149052055499345,0.0065107677449915,NA,"7139",NA,NA,NA,NA,NA,"ENSG00000118194","TNNT2"
