"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Alias","ENTREZID","GO","Path","Evidance","PMID","UNIPROT","ENSEMBL","Symbol"
"CLDN23",181.470005884747,1.25510417961469,0.39512150601643,3.17650181147696,0.00149062858603952,0.0065107677449915,NA,"137075",NA,NA,NA,NA,"Q96B33",NA,"CLDN23"
"NCF2",895.978314459605,-0.942014835998526,0.296573151983537,-3.17633214503118,0.00149150075743001,0.00651307060633522,NA,"4688",NA,NA,NA,NA,NA,"ENSG00000116701","NCF2"
"C15orf26",5.52183164907648,-1.45379013820792,0.457712074478004,-3.17621102713073,0.00149212365232254,0.00651428411633622,NA,NA,NA,NA,NA,NA,NA,NA,"C15orf26"
"THAP6",357.920766764574,0.399374672041813,0.125748952297358,3.17596818697474,0.00149337327232403,0.00651823257698157,"THAP6","152815",NA,NA,NA,NA,NA,"ENSG00000174796","THAP6"
"AMMECR1L",1231.21856401952,-0.368196860772951,0.115941107977942,-3.17572315112772,0.00149463516829327,0.0065222327819999,"AMMECR1L","83607","GO:0005634",NA,"IBA",NA,NA,"ENSG00000144233","AMMECR1L"
"ZRANB2",3034.86677318872,0.41918336834719,0.132014263170841,3.17528847473641,0.00149687610054055,0.00653050243308841,NA,"9406",NA,NA,NA,NA,"O95218","ENSG00000132485","ZRANB2"
"BTC",13.3949577060109,1.42883258986723,0.450023771441195,3.17501581147906,0.00149828336912822,0.00653513203416011,"BTC","685",NA,"04012",NA,NA,NA,"ENSG00000174808","BTC"
"LOC96610",1120.39030432024,1.50929325281757,0.475381209331569,3.17491146724074,0.00149882223262813,0.00653597260888784,NA,NA,NA,NA,NA,NA,NA,NA,"LOC96610"
"UBAC2-AS1",40.1067409570151,-0.770512725690787,0.242729565712568,-3.17436700975769,0.00150163686446577,0.00654673453586762,"UBAC2-AS1","100289373",NA,NA,NA,NA,NA,"ENSG00000228889","UBAC2-AS1"
"CACNA2D4",64.5317019784408,0.806158204041732,0.253997517489901,3.1738822174661,0.00150414714807702,0.00655616492382047,NA,"93589",NA,NA,NA,NA,"Q7Z3S7",NA,"CACNA2D4"
"HEPH",188.396954694432,-1.22524091379968,0.386077614802346,-3.17356113595694,0.00150581185495594,0.00656190617246203,NA,"9843",NA,NA,NA,NA,NA,"ENSG00000089472","HEPH"
"VIPR1",404.979575239008,-1.29607617223146,0.408412012267022,-3.17345262456208,0.00150637483611391,0.00656284486744415,NA,"7433",NA,"04080",NA,NA,NA,"ENSG00000114812","VIPR1"
"ZDHHC4",880.366434888192,-0.589182199492422,0.185674601076703,-3.17319760525043,0.00150769869623572,0.00656709729696031,NA,"55146",NA,NA,NA,NA,NA,"ENSG00000136247","ZDHHC4"
"ITFG1",1365.36213108623,-0.595295531721299,0.187657526756985,-3.17224436455567,0.00151265667030582,0.00658717325846737,NA,"81533",NA,NA,NA,NA,NA,"ENSG00000129636","ITFG1"
"PDGFA",1012.96527367447,-1.17183583798585,0.369425699755134,-3.17204742053025,0.00151368288136228,0.00659012224253693,NA,"5154",NA,NA,NA,NA,"P04085","ENSG00000197461","PDGFA"
"NCKAP1",6659.1415690049,-0.584937521770863,0.184445267154571,-3.17133386394062,0.0015174063654811,0.00660481027962518,NA,"10787",NA,"04810",NA,NA,"Q9Y2A7","ENSG00000061676","NCKAP1"
"FBXO15",10.6367469878642,1.1341911606353,0.357674634780672,3.17101368211585,0.00151907988042858,0.00661057070805542,NA,"201456",NA,NA,NA,NA,NA,"ENSG00000141665","FBXO15"
"NUDT15",1150.81548976065,-0.55556879930279,0.175261985598505,-3.1699332710717,0.0015247394899397,0.00663367074862705,NA,"55270",NA,NA,NA,NA,"Q9NV35","ENSG00000136159","NUDT15"
"CD36",197.175939372798,-1.26220865322513,0.398192741007279,-3.16984345327896,0.00152521086350321,0.00663419293357927,NA,"948",NA,NA,NA,NA,NA,"ENSG00000135218","CD36"
"DPM2",1256.82616267236,-0.519754274741331,0.163979606810381,-3.16962752168537,0.00152634464533179,0.0066375954843747,NA,"8818",NA,NA,NA,NA,"O94777","ENSG00000136908","DPM2"
"FAM120A",7343.0475134845,-0.352972203772297,0.111365237372355,-3.16950075356206,0.00152701062233362,0.00663774595718314,NA,"23196",NA,NA,NA,NA,"Q9NZB2","ENSG00000048828","FAM120A"
"EFCAB3",13.9543178214537,0.997953531028476,0.314862782820161,3.16948710828893,0.00152708232380063,0.00663774595718314,"EFCAB3","146779","GO:0005509",NA,"IEA",NA,"Q8N7B9","ENSG00000172421","EFCAB3"
"CLK3",1358.25946655786,-0.515959314044849,0.162793953499035,-3.1694009694771,0.00152753502678982,0.00663818558707603,NA,"1198",NA,NA,NA,NA,NA,"ENSG00000179335","CLK3"
"FLJ42280",3.19323087872851,-2.24430880286818,0.70820955789414,-3.16898971194576,0.00152969809735998,0.00664572380673382,NA,NA,NA,NA,NA,NA,NA,NA,"FLJ42280"
"NKIRAS2",1740.58900383379,-0.308763049207943,0.0974355484176894,-3.16889527715623,0.00153019518940051,0.00664572380673382,NA,"28511",NA,NA,NA,NA,NA,"ENSG00000168256","NKIRAS2"
"CWF19L2",541.295144390356,-0.679949856282473,0.214571675578207,-3.16887051587871,0.00153032555405564,0.00664572380673382,"CWF19L2","143884",NA,NA,NA,NA,"Q2TBE0","ENSG00000152404","CWF19L2"
"DDX17",15455.849425739,0.287233641867742,0.0907164291727491,3.16628029219238,0.00154401936149496,0.00670317363963203,NA,"10521",NA,NA,NA,NA,NA,"ENSG00000100201","DDX17"
"COIL",956.971290278464,0.306180358080343,0.096701744009632,3.1662340862213,0.00154426466117992,0.00670317363963203,NA,"8161",NA,NA,NA,NA,"P38432","ENSG00000121058","COIL"
"PNPLA6",1760.93054692103,0.558293087569681,0.17633818600615,3.1660362410114,0.00154531539382881,0.00670619289043337,NA,"10908",NA,NA,NA,NA,"Q8IY17","ENSG00000032444","PNPLA6"
"HTRA3",1733.96131060986,-1.6726453606913,0.528413081241731,-3.16541247760314,0.00154863243966057,0.00671904359505306,NA,"94031",NA,NA,NA,NA,"P83110","ENSG00000170801","HTRA3"
"ISM1",142.921492203569,-1.53500978467028,0.485028655204769,-3.16478164372006,0.00155199375263314,0.0067313976016048,NA,"140862",NA,NA,NA,NA,"B1AKI9","ENSG00000101230","ISM1"
"PPP2R5E",1282.84375746829,-0.544688419038804,0.172111350544138,-3.1647443199809,0.00155219283748476,0.0067313976016048,NA,"5529",NA,NA,NA,NA,"Q16537","ENSG00000154001","PPP2R5E"
"MED12",1181.23570826956,0.588511884214964,0.18601056009575,3.16386276086705,0.00155690191744466,0.00674927484412357,NA,"9968",NA,NA,NA,NA,"Q93074","ENSG00000184634","MED12"
"LOC285972",29.9965626113443,1.68568497435502,0.532797362808047,3.16383881006996,0.00155703004030305,0.00674927484412357,NA,NA,NA,NA,NA,NA,NA,NA,"LOC285972"
"PYCRL",718.909338954587,-0.683400211800693,0.21602680951421,-3.16349722211557,0.00155885839452894,0.0067556493471415,NA,NA,NA,NA,NA,NA,NA,NA,"PYCRL"
"SLC37A3",1288.50151878912,-0.461146647729986,0.145861217349899,-3.16154393956389,0.00156935139551716,0.00679956242546007,NA,"84255",NA,NA,NA,NA,"Q8NCC5","ENSG00000157800","SLC37A3"
"PHF6",1404.49305377442,0.45104963227991,0.142687703021801,3.16109673593242,0.00157176289712107,0.00680844850273916,NA,"84295",NA,NA,NA,NA,"Q8IWS0","ENSG00000156531","PHF6"
"STXBP3",1750.86465398841,0.538453265263195,0.17034465139454,3.16096373355491,0.0015724807573369,0.00680999579358608,NA,"6814",NA,NA,NA,NA,"O00186","ENSG00000116266","STXBP3"
"C1QTNF2",67.7786772454042,1.08269980930907,0.342558443681513,3.16062800167229,0.00157429416235642,0.0068154471275836,NA,"114898",NA,NA,NA,NA,"Q9BXJ5","ENSG00000145861","C1QTNF2"
"RSPH1",13.8927167197323,1.26050958407333,0.398820084313512,3.16059705529386,0.00157446141142462,0.0068154471275836,NA,"89765",NA,NA,NA,NA,"Q8WYR4","ENSG00000160188","RSPH1"
"PPP1R36",11.6011806996891,-1.13890633205873,0.360397944310286,-3.16013548367574,0.00157695790824148,0.00682468925588256,NA,"145376",NA,NA,"IEA",NA,"Q96LQ0","ENSG00000165807","PPP1R36"
"LAMP5",173.743534322263,-1.63428684510323,0.517267737272111,-3.15946023179773,0.00158061670134922,0.00683895613081484,NA,"24141",NA,NA,NA,NA,"Q9UJQ1","ENSG00000125869","LAMP5"
"IL7",109.703932788121,1.17750821383417,0.372715301934607,3.1592698440934,0.00158164971198034,0.00684185792935,NA,"3574",NA,NA,NA,NA,NA,"ENSG00000104432","IL7"
"PPP2R3A",1153.62137720916,-0.74093946652011,0.234591620878709,-3.15842255467086,0.00158625449983258,0.00686020555791083,NA,"5523",NA,"03015",NA,NA,"Q06190","ENSG00000073711","PPP2R3A"
"KIF13B",816.299126043112,0.805952001691604,0.255197177745692,3.15815405488045,0.00158771629653851,0.00686495514340283,NA,"23303",NA,NA,NA,NA,"Q9NQT8","ENSG00000197892","KIF13B"
"NUP54",1627.22024978067,0.438842228340686,0.138967728441151,3.15787149479474,0.00158925598108416,0.00687003924790087,"NUP54","53371",NA,"03013",NA,NA,"Q7Z3B4","ENSG00000138750","NUP54"
"TP53INP1",1820.2534849608,0.789008436830296,0.249869983431758,3.15767594808275,0.00159032232992032,0.00687307535673048,NA,"94241",NA,NA,NA,NA,NA,"ENSG00000164938","TP53INP1"
"PLN",38.9327810459914,-1.69641463874773,0.537335493378341,-3.15708651234263,0.00159354060770613,0.00688441855265633,NA,"5350",NA,NA,NA,NA,NA,"ENSG00000198523","PLN"
"RABL2A",190.832633275071,0.722772864791866,0.228938466142496,3.15706170732356,0.00159367617273916,0.00688441855265633,"RABL2A","11159",NA,NA,NA,NA,NA,"ENSG00000144134","RABL2A"
"PTCHD4",22.6929048679161,-1.04952963105492,0.33249580412204,-3.15651992609715,0.00159663977914007,0.00689459739451384,NA,"442213",NA,NA,NA,NA,"Q6ZW05","ENSG00000244694","PTCHD4"
"LOC389458",1.4269609253047,-3.30296069373729,1.04640509121666,-3.15648377617977,0.00159683770383345,0.00689459739451384,NA,NA,NA,NA,NA,NA,NA,NA,"LOC389458"
"CYP19A1",4.46999372719035,-1.30158490968931,0.412369674324581,-3.15635457874339,0.00159754525834137,0.00689459739451384,NA,"1588",NA,NA,NA,NA,NA,"ENSG00000137869","CYP19A1"
"ZNF766",609.984726887504,0.437686173674445,0.138668403854698,3.1563511334065,0.00159756413080561,0.00689459739451384,"ZNF766","90321",NA,NA,NA,NA,"Q5HY98","ENSG00000196214","ZNF766"
"EDC3",1143.98452101564,-0.451055248630538,0.142906444923044,-3.15629745651732,0.0015978581823108,0.00689459739451384,NA,"80153",NA,"03018",NA,NA,"Q96F86","ENSG00000179151","EDC3"
"STX8",728.249916413989,-0.490984316200744,0.155562646879359,-3.15618386579336,0.00159848061669961,0.00689570733482341,NA,"9482",NA,"04130",NA,NA,"Q9UNK0","ENSG00000170310","STX8"
"FONG",16.6347691836841,1.98102915283379,0.627876798167048,3.1551239966455,0.00160429906687797,0.00691922681150977,NA,NA,NA,NA,NA,NA,NA,NA,"FONG"
"RAB33B",443.353345025551,0.564704243879709,0.178985288414804,3.15503161673819,0.00160480713495475,0.00691983747938243,NA,"83452",NA,NA,NA,NA,"Q9H082","ENSG00000172007","RAB33B"
"SH2B1",2064.6720183794,0.677690818324705,0.214803577673567,3.15493263969084,0.00160535165011995,0.00692060499031163,NA,"25970",NA,"04722",NA,NA,NA,"ENSG00000178188","SH2B1"
"CCS",1059.12750307602,-0.732248510930526,0.232103259483236,-3.15483941311653,0.00160586468499372,0.00692123647159357,"CCS","9973",NA,"05014",NA,NA,"O14618","ENSG00000173992","CCS"
"ZNF365",203.901391947337,-1.56672137224446,0.496653356092287,-3.15455710311023,0.00160741918492682,0.00692635532856876,NA,"22891",NA,NA,NA,NA,"Q70YC5","ENSG00000138311","ZNF365"
"SLC7A6",1398.57912926876,-0.48933078056137,0.155131365470061,-3.15429944859092,0.00160883913173726,0.00693089219380857,NA,"9057",NA,NA,NA,NA,NA,"ENSG00000103064","SLC7A6"
"PRKG1",146.176823416396,-1.12908742138389,0.357983938050791,-3.1540169861579,0.00161039712279568,0.00693602154941332,NA,"5592",NA,NA,NA,NA,"Q13976","ENSG00000185532","PRKG1"
"PANX2",327.724895477275,-1.84637115095569,0.585545501336373,-3.15324965650281,0.00161463653153464,0.00695269486623424,NA,"56666",NA,NA,NA,NA,NA,"ENSG00000073150","PANX2"
"GPR174",21.8878766081787,1.8654533589409,0.591629920635233,3.15307474128077,0.00161560435473136,0.00695527620292696,NA,"84636",NA,NA,NA,NA,"Q9BXC1","ENSG00000147138","GPR174"
"PRPF19",5176.1688162696,-0.447931113079054,0.142074986432998,-3.15277955905557,0.00161723883806553,0.00695927952501266,NA,"27339",NA,NA,NA,NA,"Q9UMS4","ENSG00000110107","PRPF19"
"CD83",971.325411614304,1.06461563749879,0.337675883226973,3.1527736814512,0.0016172713989914,0.00695927952501266,NA,"9308",NA,NA,NA,NA,NA,"ENSG00000112149","CD83"
"LEPROT",3010.29698624588,-0.449359908059309,0.142532569203878,-3.15268229969634,0.00161777771595228,0.00695987214231282,NA,"54741",NA,NA,NA,NA,NA,"ENSG00000213625","LEPROT"
"RIPK1",1434.28329142543,0.355500136943211,0.112766229279543,3.15254078472324,0.00161856209289118,0.00696166046423037,NA,"8737",NA,NA,NA,NA,NA,"ENSG00000137275","RIPK1"
"RUNX2",498.130851190947,-0.948598235261349,0.300931428120139,-3.15220726923425,0.00162041205839774,0.00696803017232204,NA,"860",NA,NA,NA,NA,NA,"ENSG00000124813","RUNX2"
"CD3G",80.9609049958231,1.68528560702526,0.534688976705312,3.15189891777793,0.00162212417358033,0.00697380433641708,NA,"917",NA,NA,NA,NA,NA,"ENSG00000160654","CD3G"
"COPG1",5664.75346642126,-0.467265317055104,0.14825250881134,-3.15182063899996,0.00162255907980338,0.00697408617000851,NA,"22820",NA,NA,NA,NA,"Q9Y678","ENSG00000181789","COPG1"
"TMEM201",855.487995974979,0.545369524055286,0.17305691273805,3.15138826543607,0.00162496322244762,0.00698283012431861,NA,"199953",NA,NA,NA,NA,"Q5SNT2","ENSG00000188807","TMEM201"
"LOC100507582",12.3037367079498,1.1755245614177,0.37311843226121,3.15054004245695,0.0016296891550309,0.00700154507970271,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100507582"
"MYH10",1768.6371803041,-1.33050445940267,0.422362607379206,-3.15014737611021,0.00163188120293341,0.00700936780568442,NA,"4628",NA,NA,NA,NA,NA,"ENSG00000133026","MYH10"
"C1orf168",10.7021621760435,2.31111415952445,0.733744937019534,3.14975142303833,0.00163409434619331,0.00701594525346017,NA,NA,NA,NA,NA,NA,NA,NA,"C1orf168"
"C21orf15",65.5380515647451,2.06164193557376,0.654547702736998,3.14971991644456,0.00163427056798504,0.00701594525346017,NA,NA,NA,NA,NA,NA,NA,NA,"C21orf15"
"DDX3Y",1779.97412604663,2.32406765783311,0.737875612887458,3.14967403345742,0.00163452723069438,0.00701594525346017,NA,"8653",NA,"04622",NA,NA,NA,"ENSG00000067048","DDX3Y"
"ZNF180",345.810928073207,0.651787182446419,0.206944903897387,3.14956865412644,0.00163511684767577,0.00701688098132133,NA,"7733",NA,NA,NA,NA,NA,"ENSG00000167384","ZNF180"
"ENDOU",190.825587280857,-2.04418591524391,0.649264856451652,-3.14846228766447,0.00164131899981632,0.00704189624052076,NA,"8909",NA,NA,NA,NA,"P21128","ENSG00000111405","ENDOU"
"HPDL",248.29432480753,1.72635228561853,0.548380884426333,3.14808983071044,0.00164341181282452,0.00704927347790837,NA,"84842",NA,NA,NA,NA,"Q96IR7","ENSG00000186603","HPDL"
"NINL",799.971311523412,0.705692569349778,0.224177738346247,3.14791546455796,0.0016443924092811,0.00705187769067582,NA,"22981",NA,NA,NA,NA,"Q9Y2I6","ENSG00000101004","NINL"
"GLT8D2",288.526770383731,-1.28286692954452,0.407599071366767,-3.14737451496832,0.00164743801669295,0.00706333438492196,"GLT8D2","83468",NA,NA,NA,NA,"Q9H1C3","ENSG00000120820","GLT8D2"
"FLJ44054",1.61550243487519,-2.77371323199843,0.88168150249058,-3.14593560618344,0.00165556451970475,0.0070965650989932,NA,NA,NA,NA,NA,NA,NA,NA,"FLJ44054"
"PSMD14",3136.76173256102,-0.402873929547046,0.12808026206823,-3.14548020937395,0.00165814413106324,0.00710600941505587,NA,"10213",NA,"03050",NA,NA,NA,"ENSG00000115233","PSMD14"
"WFDC5",504.602894758456,-1.74700987577764,0.555457652389603,-3.14517203653946,0.00165989188456362,0.00711188531071711,NA,"149708",NA,NA,NA,NA,"Q8TCV5","ENSG00000175121","WFDC5"
"CHRFAM7A",3.86038271462312,1.73600254937941,0.552023466345039,3.14479846458978,0.0016620128114598,0.0071185826554949,NA,"89832",NA,NA,NA,NA,NA,NA,"CHRFAM7A"
"SNPH",96.8405823782631,-1.22586719602432,0.38981215287417,-3.14476392535669,0.00166220903125077,0.0071185826554949,"SNPH","9751",NA,NA,NA,NA,"O15079","ENSG00000101298","SNPH"
"ABCB10",835.700072530346,0.623763502199604,0.198366668988624,3.14449753771575,0.00166372311428759,0.00712345121178645,NA,"23456",NA,"02010",NA,NA,"Q9NRK6","ENSG00000135776","ABCB10"
"TAL1",52.1905186181814,-1.10758131846361,0.352273795131912,-3.14409227643194,0.00166602895531582,0.00713170680894884,NA,"6886",NA,NA,NA,NA,NA,"ENSG00000162367","TAL1"
"TG",89.1579117750533,1.83720239847055,0.584374109794125,3.14388055130949,0.00166723479025165,0.00713525097677507,NA,"7038",NA,"05320",NA,NA,"P01266","ENSG00000042832","TG"
"C13orf33",175.703992484215,-1.32654460358243,0.421995762878955,-3.14350218716045,0.00166939168177794,0.00714286284507843,NA,NA,NA,NA,NA,NA,NA,NA,"C13orf33"
"LACTB",624.587751563185,-0.63854512523697,0.203140103489544,-3.14337304288041,0.00167012846531587,0.00714439639376851,NA,"114294",NA,NA,NA,NA,"P83111","ENSG00000103642","LACTB"
"PSORS1C3",6.04558303971297,2.08199521715638,0.662460280361738,3.14282271537776,0.00167327150436182,0.00715622028207471,NA,"100130889",NA,NA,NA,NA,NA,NA,"PSORS1C3"
"KCNC3",32.8836195161364,1.3016497240678,0.41429356103548,3.14185361900018,0.00167881945432732,0.0071783217700653,NA,"3748",NA,NA,NA,NA,"Q14003","ENSG00000131398","KCNC3"
"OR6C2",1.30756103046054,-3.36401026699666,1.07081624833475,-3.14153830989034,0.00168062820320112,0.0071844287373429,NA,"341416",NA,"04740",NA,NA,NA,"ENSG00000179695","OR6C2"
"ANKHD1",608.359855034492,0.484900994082282,0.15435624573254,3.14144070932181,0.00168118844533879,0.00718519697258647,NA,"54882",NA,NA,NA,NA,"Q8IWZ3","ENSG00000131503","ANKHD1"
"POFUT1",2269.20941027763,-0.452965033403896,0.144193550246453,-3.14136820010115,0.0016816047705404,0.00718534991566958,NA,"23509",NA,"00514",NA,NA,"Q9H488","ENSG00000101346","POFUT1"
"LOC100272216",48.2711029973949,1.2885359559254,0.41019766055342,3.14125622800228,0.0016822478655292,0.00718647153776524,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100272216"
"POM121L8P",7.61357010381271,-1.50738910996571,0.47988368476976,-3.14115515448068,0.00168282856044757,0.00718732614303802,NA,"29797",NA,NA,NA,NA,NA,NA,"POM121L8P"
"SYCP2L",29.4827039960055,1.85296564505059,0.589981993567944,3.14071559005503,0.00168535612321964,0.00719649351393785,NA,"221711",NA,NA,NA,NA,NA,"ENSG00000153157","SYCP2L"
"TXLNG2P",691.670953811132,2.53803003145574,0.808217378344818,3.1402814384584,0.00168785598897362,0.00720553849961563,NA,NA,NA,NA,NA,NA,NA,NA,"TXLNG2P"
"CDH11",1271.8807581802,-1.43840240730385,0.458121322725078,-3.13978489092735,0.00169071931476064,0.00721613067389477,NA,"1009",NA,NA,NA,NA,NA,"ENSG00000140937","CDH11"
"PDCD2",1662.73966154668,-0.37282440927464,0.118787935645721,-3.13857133090157,0.0016977360852899,0.00724444130224722,NA,"5134",NA,NA,NA,NA,NA,"ENSG00000071994","PDCD2"
"PI4K2A",1514.82555360969,-0.582298981599729,0.185560122395351,-3.13806099113846,0.00170069484832133,0.00725542705061077,NA,"55361",NA,NA,NA,NA,"Q9BTU6","ENSG00000155252","PI4K2A"
"CDV3",7271.67667832912,-0.453801628913457,0.144629725730631,-3.13767883207253,0.00170291357138754,0.0072632514242014,NA,"55573",NA,NA,NA,NA,NA,"ENSG00000091527","CDV3"
"FAM65B",270.468951916813,1.46959021686155,0.468533322034999,3.1365756665473,0.00170933322706008,0.00728851286569487,NA,NA,NA,NA,NA,NA,NA,NA,"FAM65B"
"RRM2",4555.61455422381,0.769590522102794,0.245368863703863,3.13646365103446,0.00170998632265708,0.00728851286569487,NA,"6241",NA,NA,NA,NA,"P31350","ENSG00000171848","RRM2"
"AGBL1",1.43864104409965,-3.4686519283949,1.10593103732417,-3.13640888204694,0.00171030573146539,0.00728851286569487,NA,"123624",NA,NA,NA,NA,"A0A1C7CYX3","ENSG00000273540","AGBL1"
"CARS2",1135.23974756545,-0.569048209471489,0.181434360851423,-3.13638611121454,0.00171043854547618,0.00728851286569487,NA,"79587",NA,"00970",NA,NA,NA,"ENSG00000134905","CARS2"
"HSD17B2",80.3933554060737,-1.85811332616378,0.59244829760702,-3.1363299273016,0.00171076628645057,0.00728851286569487,NA,"3294",NA,NA,NA,NA,"P37059","ENSG00000086696","HSD17B2"
"AP4B1",501.296703928868,0.46527315296244,0.148451268195129,3.13418105900496,0.00172334484235152,0.00734044604405177,NA,"10717",NA,"04142",NA,NA,NA,"ENSG00000134262","AP4B1"
"TMEM170B",128.582472777482,1.09344289284901,0.349149700769709,3.13173086054058,0.00173779100235692,0.00740030890990154,"TMEM170B","100113407",NA,NA,NA,NA,"Q5T4T1","ENSG00000205269","TMEM170B"
"NCKAP1L",594.562699243937,1.30836282027884,0.417827259160958,3.13134864131692,0.00174005454793334,0.00740685219988472,NA,"3071",NA,"04810",NA,NA,"P55160","ENSG00000123338","NCKAP1L"
"SYK",2272.8787843518,0.969345067829456,0.309567932825116,3.13128384772679,0.00174043853155396,0.00740685219988472,NA,"6850",NA,NA,NA,NA,NA,"ENSG00000165025","SYK"
"VRK2",1229.83413230638,0.862291041104535,0.275380997013052,3.1312655936955,0.00174054672374433,0.00740685219988472,"VRK2","7444",NA,NA,NA,NA,NA,"ENSG00000028116","VRK2"
"LOC286367",63.323011826487,1.10343692065336,0.352399912737498,3.13120656609047,0.00174089662446184,0.00740685219988472,NA,NA,NA,NA,NA,NA,NA,NA,"LOC286367"
"CEP350",1920.18305045826,0.473939011211946,0.151386115477727,3.13066366566276,0.00174411783532809,0.00741888555230118,NA,"9857",NA,NA,NA,NA,"Q5VT06","ENSG00000135837","CEP350"
"LOC150381",218.670117515806,-0.76479029319156,0.244309492391534,-3.13041579230125,0.00174559037289595,0.00742347689662641,NA,NA,NA,NA,NA,NA,NA,NA,"LOC150381"
"FAN1",948.136146556115,0.455887753252352,0.145655268566946,3.12990911854876,0.00174860391918093,0.00743461814951009,NA,"22909",NA,NA,NA,NA,"Q9Y2M0",NA,"FAN1"
"WDR6",3715.49872088505,0.65209569295544,0.208352256259598,3.12977504857426,0.00174940212785561,0.00743633745568878,"WDR6","11180",NA,NA,NA,NA,NA,"ENSG00000178252","WDR6"
