Human Influenza
P14678 Influenza_target
P14678 Influenza_target
P14678 Influenza_target
P14923 Influenza_target
P14923 Influenza_target
P15104 Influenza_target
P15104 Influenza_target
P15151 Influenza_target
P15311 Influenza_target
P15311 Influenza_target
P15311 Influenza_target
P15311 Influenza_target
P15822 Influenza_target
P15822 Influenza_target
P16298 Influenza_target
P16989 Influenza_target
P16989 Influenza_target
P16989 Influenza_target
P16989 Influenza_target
P16989 Influenza_target
P17655 Influenza_target
P17707 Influenza_target
P17812 Influenza_target
P17812 Influenza_target
P17812 Influenza_target
P17812 Influenza_target
P17812 Influenza_target
P17812 Influenza_target
P17931 Influenza_target
P17931 Influenza_target
P17980 Influenza_target
P17980 Influenza_target
P17980 Influenza_target
P17980 Influenza_target
P17980 Influenza_target
P17980 Influenza_target
P17980 Influenza_target
P17980 Influenza_target
P18031 Influenza_target
P18085 Influenza_target
P18085 Influenza_target
P18085 Influenza_target
P18085 Influenza_target
P18206 Influenza_target
P18669 Influenza_target
P18669 Influenza_target
P18669 Influenza_target
P18825 Influenza_target
P19105 Influenza_target
P19320 Influenza_target
P19367 Influenza_target
P19367 Influenza_target
P19367 Influenza_target
P19429 Influenza_target
P20339 Influenza_target
P20645 Influenza_target
P20930 Influenza_target
P21291 Influenza_target
P21291 Influenza_target
P21291 Influenza_target
P22090 Influenza_target
P22102 Influenza_target
P22234 Influenza_target
P22392 Influenza_target
P22392 Influenza_target
P22392 Influenza_target
P23141 Influenza_target
P23141 Influenza_target
P23141 Influenza_target
P23297 Influenza_target
P23458 Influenza_target
P23458 Influenza_target
P23458 Influenza_target
P23458 Influenza_target
P23458 Influenza_target
P23458 Influenza_target
P23528 Influenza_target
P23528 Influenza_target
P23528 Influenza_target
P23528 Influenza_target
P23528 Influenza_target
P23528 Influenza_target
P23528 Influenza_target
P23528 Influenza_target
P24534 Influenza_target
P24534 Influenza_target
P24534 Influenza_target
P24534 Influenza_target
P24534 Influenza_target
P24534 Influenza_target
P24534 Influenza_target
P24534 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25398 Influenza_target
P25787 Influenza_target
P25787 Influenza_target
P26006 Influenza_target
P26006 Influenza_target
P26368 Influenza_target
P26368 Influenza_target
P26368 Influenza_target
P26368 Influenza_target
P26368 Influenza_target
P26368 Influenza_target
P26378 Influenza_target
P26440 Influenza_target
P26447 Influenza_target
P26640 Influenza_target
P26640 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P26641 Influenza_target
P27105 Influenza_target
P27105 Influenza_target
P27540 Influenza_target
P27986 Influenza_target
P28066 Influenza_target
P28799 Influenza_target
P28838 Influenza_target
P29033 Influenza_target
P29034 Influenza_target
P29317 Influenza_target
P29558 Influenza_target
P30041 Influenza_target
P30041 Influenza_target
P30041 Influenza_target
P30044 Influenza_target
P30044 Influenza_target
P30048 Influenza_target
P30048 Influenza_target
P30048 Influenza_target
P30154 Influenza_target
P30154 Influenza_target
P30291 Influenza_target
P30443 Influenza_target
P30443 Influenza_target
P30566 Influenza_target
P30825 Influenza_target
P30837 Influenza_target
P31150 Influenza_target
P31153 Influenza_target
P31153 Influenza_target
P31153 Influenza_target
P31153 Influenza_target
P31153 Influenza_target
P31321 Influenza_target
P31689 Influenza_target
P31689 Influenza_target
P31689 Influenza_target
P31689 Influenza_target
P31689 Influenza_target
P31689 Influenza_target
P31689 Influenza_target
P31689 Influenza_target
P31930 Influenza_target
P31949 Influenza_target
P32119 Influenza_target
P32298 Influenza_target
P33908 Influenza_target
P33947 Influenza_target
P33947 Influenza_target
P34949 Influenza_target
P34949 Influenza_target
P35221 Influenza_target
P35241 Influenza_target
P35249 Influenza_target
P35249 Influenza_target
P35453 Influenza_target
P35527 Influenza_target
P35527 Influenza_target
P35527 Influenza_target
P35527 Influenza_target
P35527 Influenza_target
P35527 Influenza_target
P35527 Influenza_target
P35573 Influenza_target
P35659 Influenza_target
P35659 Influenza_target
P35659 Influenza_target
P35900 Influenza_target
P35908 Influenza_target
P35908 Influenza_target
P35908 Influenza_target
P35908 Influenza_target
P35908 Influenza_target
P36542 Influenza_target
P36542 Influenza_target
P36542 Influenza_target
P36542 Influenza_target
P36542 Influenza_target
P36542 Influenza_target
P36542 Influenza_target
P36578 Influenza_target
P36578 Influenza_target
P36578 Influenza_target
P36578 Influenza_target
P36578 Influenza_target
P36578 Influenza_target
P36578 Influenza_target
P36578 Influenza_target
P36578 Influenza_target
P36776 Influenza_target
P36776 Influenza_target
P36957 Influenza_target
P37108 Influenza_target
P37108 Influenza_target
P37108 Influenza_target
P37108 Influenza_target
P37108 Influenza_target
P37108 Influenza_target
P37108 Influenza_target
P37108 Influenza_target
P37108 Influenza_target
P37198 Influenza_target
P37235 Influenza_target
P37802 Influenza_target
P37802 Influenza_target
P37802 Influenza_target
P38159 Influenza_target
P38159 Influenza_target
P38159 Influenza_target
P38159 Influenza_target
P38159 Influenza_target
P38159 Influenza_target
P38159 Influenza_target
P38159 Influenza_target
P38159 Influenza_target
P38435 Influenza_target
P38435 Influenza_target
P38606 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39019 Influenza_target
P39656 Influenza_target
P39656 Influenza_target
P39656 Influenza_target
P39656 Influenza_target
P39656 Influenza_target
P40429 Influenza_target
P40429 Influenza_target
P40429 Influenza_target
P40429 Influenza_target
P40429 Influenza_target
P40429 Influenza_target
P40429 Influenza_target
P40429 Influenza_target
P40429 Influenza_target
P40616 Influenza_target
P40616 Influenza_target
P40616 Influenza_target
P40855 Influenza_target
P40855 Influenza_target
P40855 Influenza_target
P40926 Influenza_target
P40926 Influenza_target
P40937 Influenza_target
P41208 Influenza_target
P41250 Influenza_target
P41250 Influenza_target
P42166 Influenza_target
P42356 Influenza_target
P42694 Influenza_target
P42696 Influenza_target
P42892 Influenza_target
P43003 Influenza_target
P43003 Influenza_target
P43304 Influenza_target
P43307 Influenza_target
P43307 Influenza_target
P43307 Influenza_target
P43307 Influenza_target
P43307 Influenza_target
P45973 Influenza_target
P46109 Influenza_target
P46459 Influenza_target
P46459 Influenza_target
P46459 Influenza_target
P46778 Influenza_target
P46778 Influenza_target
P46778 Influenza_target
P46778 Influenza_target
P46778 Influenza_target
P46778 Influenza_target
P46778 Influenza_target
P46778 Influenza_target
P46783 Influenza_target
P46783 Influenza_target
P46783 Influenza_target
P46783 Influenza_target
P46783 Influenza_target
P46783 Influenza_target
P46783 Influenza_target
P46783 Influenza_target
P46821 Influenza_target
P46821 Influenza_target
P46821 Influenza_target
P46821 Influenza_target
P46821 Influenza_target
P46821 Influenza_target
P46821 Influenza_target
P46821 Influenza_target
P46937 Influenza_target
P46937 Influenza_target
P46977 Influenza_target
P46977 Influenza_target
P46977 Influenza_target
P47974 Influenza_target
P48444 Influenza_target
P48444 Influenza_target
P48444 Influenza_target
P48444 Influenza_target
P48553 Influenza_target
P48556 Influenza_target
P48556 Influenza_target
P48556 Influenza_target
P48643 Influenza_target
P48643 Influenza_target
P48643 Influenza_target
P48643 Influenza_target
P48643 Influenza_target
P48643 Influenza_target
P48643 Influenza_target
P48643 Influenza_target
P48643 Influenza_target
P48651 Influenza_target
P48735 Influenza_target
P49006 Influenza_target
P49137 Influenza_target
P49137 Influenza_target
P49137 Influenza_target
P49137 Influenza_target
P49137 Influenza_target
P49406 Influenza_target
P49585 Influenza_target
P49588 Influenza_target
P49589 Influenza_target
P49756 Influenza_target
P49756 Influenza_target
P49761 Influenza_target
P49770 Influenza_target
P49770 Influenza_target
P49815 Influenza_target
P49848 Influenza_target
P49902 Influenza_target
P49902 Influenza_target
P49902 Influenza_target
P49902 Influenza_target
P49902 Influenza_target
P50395 Influenza_target
P50395 Influenza_target
P50502 Influenza_target
P50748 Influenza_target
P50748 Influenza_target
P50897 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50914 Influenza_target
P50993 Influenza_target
P51114 Influenza_target
P51114 Influenza_target
P51114 Influenza_target
P51114 Influenza_target
P51114 Influenza_target
P51114 Influenza_target
P51114 Influenza_target
P51116 Influenza_target
P51116 Influenza_target
P51116 Influenza_target
P51116 Influenza_target
P51148 Influenza_target
P51148 Influenza_target
P51148 Influenza_target
P51570 Influenza_target
P51648 Influenza_target
P51648 Influenza_target
P51648 Influenza_target
P51648 Influenza_target
P51659 Influenza_target
P51659 Influenza_target
P51809 Influenza_target
P51970 Influenza_target
P52298 Influenza_target
P52298 Influenza_target
P52306 Influenza_target
P52701 Influenza_target
P52732 Influenza_target
P52732 Influenza_target
P52732 Influenza_target
P52732 Influenza_target
P52732 Influenza_target
P52732 Influenza_target
P52732 Influenza_target
P52732 Influenza_target
P52732 Influenza_target
P53007 Influenza_target
P53007 Influenza_target
P53007 Influenza_target
P53007 Influenza_target
P53621 Influenza_target
P53621 Influenza_target
P53621 Influenza_target
P53680 Influenza_target
P53701 Influenza_target
P53804 Influenza_target
P53814 Influenza_target
P53814 Influenza_target
P53985 Influenza_target
P53985 Influenza_target
P53985 Influenza_target
P54105 Influenza_target
P54105 Influenza_target
P54105 Influenza_target
P54105 Influenza_target
P54105 Influenza_target
P54105 Influenza_target
P54277 Influenza_target
P54652 Influenza_target
P54652 Influenza_target
P54652 Influenza_target
P54652 Influenza_target
P54707 Influenza_target
P54709 Influenza_target
P54886 Influenza_target
P55058 Influenza_target
P55160 Influenza_target
P55786 Influenza_target
P55786 Influenza_target
P56134 Influenza_target
P56182 Influenza_target
P56381 Influenza_target
P56385 Influenza_target
P56537 Influenza_target
P56589 Influenza_target
P57088 Influenza_target
P57088 Influenza_target
P57088 Influenza_target
P57088 Influenza_target
P57721 Influenza_target
P57740 Influenza_target
P57740 Influenza_target
P57740 Influenza_target
P57740 Influenza_target
P58340 Influenza_target
P58546 Influenza_target
P59910 Influenza_target
P59910 Influenza_target
P59998 Influenza_target
P60059 Influenza_target
P60604 Influenza_target
P60660 Influenza_target
P60660 Influenza_target
P60660 Influenza_target
P60660 Influenza_target
P60660 Influenza_target
P60660 Influenza_target
P60660 Influenza_target
P60866 Influenza_target
P60866 Influenza_target
P60866 Influenza_target
P60866 Influenza_target
P60866 Influenza_target
P60866 Influenza_target
P60866 Influenza_target
P60866 Influenza_target
P60866 Influenza_target
P60891 Influenza_target
P60891 Influenza_target
P60891 Influenza_target
P60891 Influenza_target
P60891 Influenza_target
P60903 Influenza_target
P60903 Influenza_target
P60903 Influenza_target
P60903 Influenza_target
P60903 Influenza_target
P60903 Influenza_target
P60981 Influenza_target
P61026 Influenza_target
P61026 Influenza_target
P61026 Influenza_target
P61163 Influenza_target
P61163 Influenza_target
P61163 Influenza_target
P61163 Influenza_target
P61165 Influenza_target
P61204 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61313 Influenza_target
P61326 Influenza_target
P61326 Influenza_target
P61421 Influenza_target
P61457 Influenza_target
P61927 Influenza_target
P61927 Influenza_target
P61927 Influenza_target
P61962 Influenza_target
P61962 Influenza_target
P62070 Influenza_target
P62081 Influenza_target
P62081 Influenza_target
P62081 Influenza_target
P62081 Influenza_target
P62081 Influenza_target
P62081 Influenza_target
P62081 Influenza_target
P62081 Influenza_target
P62140 Influenza_target
P62140 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62244 Influenza_target
P62273 Influenza_target
P62273 Influenza_target
P62273 Influenza_target
P62273 Influenza_target
P62273 Influenza_target
P62273 Influenza_target
P62314 Influenza_target
P62314 Influenza_target
P62314 Influenza_target
P62314 Influenza_target
P62314 Influenza_target
P62314 Influenza_target
P62314 Influenza_target
P62314 Influenza_target
P62314 Influenza_target
P62318 Influenza_target
P62318 Influenza_target
P62318 Influenza_target
P62318 Influenza_target
P62318 Influenza_target
P62318 Influenza_target
P62328 Influenza_target
P62491 Influenza_target
P62495 Influenza_target
P62495 Influenza_target
P62495 Influenza_target
P62633 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62750 Influenza_target
P62834 Influenza_target
P62834 Influenza_target
P62847 Influenza_target
P62847 Influenza_target
P62847 Influenza_target
P62847 Influenza_target
P62847 Influenza_target
P62847 Influenza_target
P62847 Influenza_target
P62847 Influenza_target
P62847 Influenza_target
P62854 Influenza_target
P62854 Influenza_target
P62854 Influenza_target
P62854 Influenza_target
P62854 Influenza_target
P62854 Influenza_target
P62854 Influenza_target
P62857 Influenza_target
P62857 Influenza_target
P62857 Influenza_target
P62857 Influenza_target
P62888 Influenza_target
P62888 Influenza_target
P62888 Influenza_target
P62888 Influenza_target
P62888 Influenza_target
P62888 Influenza_target
P62906 Influenza_target
P62906 Influenza_target
P62906 Influenza_target
P62906 Influenza_target
P62906 Influenza_target
P62906 Influenza_target
P62906 Influenza_target
P62906 Influenza_target
P62995 Influenza_target
P62995 Influenza_target
P62995 Influenza_target
P62995 Influenza_target
P62995 Influenza_target
P63010 Influenza_target
P63010 Influenza_target
P63010 Influenza_target
P63010 Influenza_target
P63173 Influenza_target
P63173 Influenza_target
P63173 Influenza_target
P63173 Influenza_target
P63173 Influenza_target
P63173 Influenza_target
P63173 Influenza_target
P63173 Influenza_target
P63218 Influenza_target
P63220 Influenza_target
P63220 Influenza_target
P63220 Influenza_target
P63220 Influenza_target
P63220 Influenza_target
P63241 Influenza_target
P63241 Influenza_target
P63241 Influenza_target
P63241 Influenza_target
P63313 Influenza_target
P63313 Influenza_target
P63313 Influenza_target
P63313 Influenza_target
P67936 Influenza_target
P67936 Influenza_target
P67936 Influenza_target
P67936 Influenza_target
P68032 Influenza_target
P68032 Influenza_target
P68032 Influenza_target
P68032 Influenza_target
P68032 Influenza_target
P68871 Influenza_target
P69905 Influenza_target
P78316 Influenza_target
P78316 Influenza_target
P78316 Influenza_target
P78316 Influenza_target
P78316 Influenza_target
P78318 Influenza_target
P78324 Influenza_target
P78362 Influenza_target
P78362 Influenza_target
P78362 Influenza_target
P78362 Influenza_target
P78368 Influenza_target
P81605 Influenza_target
P81605 Influenza_target
P81605 Influenza_target
P82663 Influenza_target
P82664 Influenza_target
P82673 Influenza_target
P82673 Influenza_target
P82673 Influenza_target
P82673 Influenza_target
P82673 Influenza_target
P82673 Influenza_target
P82675 Influenza_target
P82912 Influenza_target
P82914 Influenza_target
P82914 Influenza_target
P82914 Influenza_target
P82914 Influenza_target
P82914 Influenza_target
P82914 Influenza_target
P82914 Influenza_target
P82914 Influenza_target
P82921 Influenza_target
P82930 Influenza_target
P82930 Influenza_target
P82930 Influenza_target
P82932 Influenza_target
P82932 Influenza_target
P82932 Influenza_target
P83111 Influenza_target
P83436 Influenza_target
P83916 Influenza_target
P84085 Influenza_target
P84085 Influenza_target
P84085 Influenza_target
P84095 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84098 Influenza_target
P84996 Influenza_target
P98175 Influenza_target
P98175 Influenza_target
P98175 Influenza_target
P98175 Influenza_target
P98175 Influenza_target
P98175 Influenza_target
P98175 Influenza_target
P98179 Influenza_target
P98179 Influenza_target
P98179 Influenza_target
P98179 Influenza_target
Q00013 Influenza_target
Q00266 Influenza_target
Q00577 Influenza_target
Q00577 Influenza_target
Q00577 Influenza_target
Q00577 Influenza_target
Q00587 Influenza_target
Q00587 Influenza_target
Q00587 Influenza_target
Q00872 Influenza_target
Q01081 Influenza_target
Q01081 Influenza_target
Q01081 Influenza_target
Q01081 Influenza_target
Q01081 Influenza_target
Q01081 Influenza_target
Q01081 Influenza_target
Q01081 Influenza_target
Q01130 Influenza_target
Q01130 Influenza_target
Q01130 Influenza_target
Q01130 Influenza_target
Q01130 Influenza_target
Q01130 Influenza_target
Q01130 Influenza_target
Q01130 Influenza_target
Q01469 Influenza_target
Q01484 Influenza_target
Q01518 Influenza_target
Q01518 Influenza_target
Q01650 Influenza_target
Q01650 Influenza_target
Q02338 Influenza_target
Q02413 Influenza_target
Q02543 Influenza_target
Q02543 Influenza_target
Q02543 Influenza_target
Q02543 Influenza_target
Q02543 Influenza_target
Q02543 Influenza_target
Q02543 Influenza_target
Q02880 Influenza_target
Q02952 Influenza_target
Q02952 Influenza_target
Q02952 Influenza_target
Q02978 Influenza_target
Q02978 Influenza_target
Q02978 Influenza_target
Q02978 Influenza_target
Q03135 Influenza_target
Q03135 Influenza_target
Q03135 Influenza_target
Q03188 Influenza_target
Q03468 Influenza_target
Q04323 Influenza_target
Q04323 Influenza_target
Q04323 Influenza_target
Q04323 Influenza_target
Q05682 Influenza_target
Q06210 Influenza_target
Q06210 Influenza_target
Q06323 Influenza_target
Q07157 Influenza_target
Q07157 Influenza_target
Q07157 Influenza_target
Q07817 Influenza_target
Q07954 Influenza_target
Q08170 Influenza_target
Q08170 Influenza_target
Q08AM6 Influenza_target
Q08AM6 Influenza_target
Q08J23 Influenza_target
Q08J23 Influenza_target
Q10570 Influenza_target
Q10713 Influenza_target
Q11206 Influenza_target
Q12769 Influenza_target
Q12769 Influenza_target
Q12789 Influenza_target
Q12789 Influenza_target
Q12797 Influenza_target
Q12816 Influenza_target
Q12816 Influenza_target
Q12840 Influenza_target
Q12849 Influenza_target
Q12849 Influenza_target
Q12849 Influenza_target
Q12849 Influenza_target
Q12849 Influenza_target
Q12857 Influenza_target
Q12879 Influenza_target
Q12901 Influenza_target
Q12931 Influenza_target
Q12955 Influenza_target
Q12979 Influenza_target
Q13033 Influenza_target
Q13045 Influenza_target
Q13084 Influenza_target
Q13111 Influenza_target
Q13111 Influenza_target
Q13111 Influenza_target
Q13144 Influenza_target
Q13144 Influenza_target
Q13185 Influenza_target
Q13185 Influenza_target
Q13185 Influenza_target
Q13188 Influenza_target
Q13188 Influenza_target
Q13243 Influenza_target
Q13243 Influenza_target
Q13243 Influenza_target
Q13243 Influenza_target
Q13243 Influenza_target
Q13243 Influenza_target
Q13243 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13247 Influenza_target
Q13257 Influenza_target
Q13257 Influenza_target
Q13287 Influenza_target
Q13287 Influenza_target
Q13287 Influenza_target
Q13310 Influenza_target
Q13310 Influenza_target
Q13310 Influenza_target
Q13310 Influenza_target
Q13310 Influenza_target
Q13363 Influenza_target
Q13395 Influenza_target
Q13395 Influenza_target
Q13405 Influenza_target
Q13405 Influenza_target
Q13405 Influenza_target
Q13439 Influenza_target
Q13439 Influenza_target
Q13445 Influenza_target
Q13445 Influenza_target
Q13445 Influenza_target
Q13464 Influenza_target
Q13505 Influenza_target
Q13505 Influenza_target
Q13535 Influenza_target
Q13561 Influenza_target
Q13573 Influenza_target
Q13573 Influenza_target
Q13595 Influenza_target
Q13595 Influenza_target
Q13601 Influenza_target
Q13610 Influenza_target
Q13627 Influenza_target
Q13765 Influenza_target
Q13765 Influenza_target
Q13765 Influenza_target
Q13765 Influenza_target
Q13795 Influenza_target
Q13895 Influenza_target
Q13895 Influenza_target
Q14004 Influenza_target
Q14008 Influenza_target
Q14008 Influenza_target
Q14011 Influenza_target
Q14112 Influenza_target
Q14139 Influenza_target
Q14145 Influenza_target
Q14147 Influenza_target
Q14151 Influenza_target
Q14151 Influenza_target
Q14160 Influenza_target
Q14165 Influenza_target
Q14241 Influenza_target
Q14254 Influenza_target
Q14258 Influenza_target
Q14258 Influenza_target
Q14258 Influenza_target
Q14542 Influenza_target
Q14558 Influenza_target
Q14558 Influenza_target
Q14558 Influenza_target
Q14562 Influenza_target
Q14568 Influenza_target
Q14568 Influenza_target
Q14669 Influenza_target
Q14669 Influenza_target
Q14677 Influenza_target
Q14677 Influenza_target
Q14681 Influenza_target
Q14683 Influenza_target
Q14692 Influenza_target
Q14692 Influenza_target
Q14692 Influenza_target
Q14694 Influenza_target
Q14738 Influenza_target
Q14746 Influenza_target
Q14764 Influenza_target
Q14764 Influenza_target
Q14764 Influenza_target
Q14847 Influenza_target
Q14999 Influenza_target
Q14BN4 Influenza_target
Q14CN4 Influenza_target
Q15008 Influenza_target
Q15008 Influenza_target
Q15008 Influenza_target
Q15008 Influenza_target
Q15008 Influenza_target
Q15008 Influenza_target
Q15008 Influenza_target
Q15018 Influenza_target
Q15029 Influenza_target
Q15029 Influenza_target
Q15029 Influenza_target
Q15038 Influenza_target
Q15050 Influenza_target
Q15058 Influenza_target
Q15070 Influenza_target
Q15120 Influenza_target
Q15120 Influenza_target
Q15149 Influenza_target
Q15149 Influenza_target
Q15149 Influenza_target
Q15149 Influenza_target
Q15149 Influenza_target
Q15149 Influenza_target
Q15149 Influenza_target
Q15181 Influenza_target
Q15181 Influenza_target
Q15208 Influenza_target
Q15208 Influenza_target
Q15208 Influenza_target
Q15208 Influenza_target
Q15208 Influenza_target
Q15208 Influenza_target
Q15208 Influenza_target
Q15208 Influenza_target
Q15208 Influenza_target
Q15287 Influenza_target
Q15287 Influenza_target
Q15363 Influenza_target
Q15386 Influenza_target
Q15386 Influenza_target
Q15417 Influenza_target
Q15427 Influenza_target
Q15427 Influenza_target
Q15427 Influenza_target
Q15427 Influenza_target
Q15427 Influenza_target
Q15427 Influenza_target
Q15633 Influenza_target
Q15738 Influenza_target
Q15942 Influenza_target
Q16222 Influenza_target
Q16342 Influenza_target
Q16352 Influenza_target
Q16540 Influenza_target
Q16563 Influenza_target
Q16587 Influenza_target
Q16587 Influenza_target
Q16629 Influenza_target
Q16629 Influenza_target
Q16629 Influenza_target
Q16629 Influenza_target
Q16629 Influenza_target
Q16629 Influenza_target
Q16629 Influenza_target
Q16629 Influenza_target
Q16629 Influenza_target
Q16643 Influenza_target
Q16718 Influenza_target
Q16875 Influenza_target
Q16875 Influenza_target
Q16875 Influenza_target
Q16875 Influenza_target
Q16875 Influenza_target
Q16875 Influenza_target
Q1KMD3 Influenza_target
Q1KMD3 Influenza_target
Q1KMD3 Influenza_target
Q1KMD3 Influenza_target
Q1KMD3 Influenza_target
Q1KMD3 Influenza_target
Q1RLM6 Influenza_target
Q27J81 Influenza_target
Q2KHR3 Influenza_target
Q2KHR3 Influenza_target
Q2M2I5 Influenza_target
Q2NL82 Influenza_target
Q2NL82 Influenza_target
Q2NL82 Influenza_target
Q2TB90 Influenza_target
Q2TB90 Influenza_target
Q2TB90 Influenza_target
Q2TB90 Influenza_target
Q2TB90 Influenza_target
Q2WGJ9 Influenza_target
Q32MZ4 Influenza_target
Q32P28 Influenza_target
Q3KQU3 Influenza_target
Q3KQU3 Influenza_target
Q3KQU3 Influenza_target
Q3LFD5 Influenza_target
Q3LIF1 Influenza_target
Q3SY69 Influenza_target
Q3V6T2 Influenza_target
Q3V6T2 Influenza_target
Q49A26 Influenza_target
Q49A26 Influenza_target
Q49A26 Influenza_target
Q49A26 Influenza_target
Q49A26 Influenza_target
Q49A26 Influenza_target
Q49A26 Influenza_target
Q49A88 Influenza_target
Q4G0N8 Influenza_target
Q4J6C6 Influenza_target
Q4JDL3 Influenza_target
Q4KWH8 Influenza_target
Q4VXU2 Influenza_target
Q4ZHG4 Influenza_target
Q53F19 Influenza_target
Q53F19 Influenza_target
Q53GS7 Influenza_target
Q53H12 Influenza_target
Q53H12 Influenza_target
Q53H12 Influenza_target
Q53H12 Influenza_target
Q58F21 Influenza_target
Q59FY4 Influenza_target
Q5BJE1 Influenza_target
Q5BJE1 Influenza_target
Q5BJE1 Influenza_target
Q5BJE1 Influenza_target
Q5C9Z4 Influenza_target
Q5C9Z4 Influenza_target
Q5HYJ3 Influenza_target
Q5HYK3 Influenza_target
Q5JPH6 Influenza_target
Q5JTW2 Influenza_target
Q5JTZ9 Influenza_target
Q5JVF3 Influenza_target
Q5R372 Influenza_target
Q5R3I4 Influenza_target
Q5SRD1 Influenza_target
Q5SRD1 Influenza_target
Q5SRE5 Influenza_target
Q5SRE5 Influenza_target
Q5SWX8 Influenza_target
Q5SXM2 Influenza_target
Q5SY16 Influenza_target
Q5SY16 Influenza_target
Q5T160 Influenza_target
Q5T2S8 Influenza_target
Q5T4B2 Influenza_target
Q5T5U3 Influenza_target
Q5T653 Influenza_target
Q5T749 Influenza_target
Q5T890 Influenza_target
Q5THK1 Influenza_target
Q5THK1 Influenza_target
Q5UIP0 Influenza_target
Q5VTE6 Influenza_target
Q5VTE6 Influenza_target
Q5VTH9 Influenza_target
Q5VTJ3 Influenza_target
Q5VTQ0 Influenza_target
Q5VYK3 Influenza_target
Q5VYK3 Influenza_target
Q5W0B1 Influenza_target
Q5XKP0 Influenza_target
Q5XKP0 Influenza_target
Q658P3 Influenza_target
Q66K75 Influenza_target
Q674X7 Influenza_target
Q68CZ6 Influenza_target
Q68D27 Influenza_target
Q68D91 Influenza_target
Q68DK2 Influenza_target
Q68E01 Influenza_target
Q68E01 Influenza_target
Q69YU5 Influenza_target
Q6DKK2 Influenza_target
Q6DN90 Influenza_target
Q6DN90 Influenza_target
Q6FHH0 Influenza_target
Q6IAA8 Influenza_target
Q6IAN0 Influenza_target
Q6IPN6 Influenza_target
Q6JQN1 Influenza_target
Q6KB66 Influenza_target
Q6NTF9 Influenza_target
Q6NUK1 Influenza_target
Q6NUQ1 Influenza_target
Q6NUQ1 Influenza_target
Q6NVV8 Influenza_target
Q6NXE6 Influenza_target
Q6NXE6 Influenza_target
Q6NXR0 Influenza_target
Q6NZ67 Influenza_target
Q6NZI2 Influenza_target
Q6NZI2 Influenza_target
Q6NZI2 Influenza_target
Q6NZI2 Influenza_target
Q6NZI2 Influenza_target
Q6NZI2 Influenza_target
Q6NZY4 Influenza_target
Q6NZY4 Influenza_target
Q6P1J9 Influenza_target
Q6P1J9 Influenza_target
Q6P1L8 Influenza_target
Q6P3R8 Influenza_target
Q6P3W7 Influenza_target
Q6P3W7 Influenza_target
Q6P3W7 Influenza_target
Q6P3X3 Influenza_target
Q6P3X3 Influenza_target
Q6P3X3 Influenza_target
Q6P444 Influenza_target
Q6P4A7 Influenza_target
Q6P5R6 Influenza_target
Q6P996 Influenza_target
Q6PI48 Influenza_target
Q6PI77 Influenza_target
Q6PJG6 Influenza_target
Q6PJG6 Influenza_target
Q6Q0C0 Influenza_target
Q6R327 Influenza_target
Q6R327 Influenza_target
Q6RW13 Influenza_target
Q6UN15 Influenza_target
Q6VN20 Influenza_target
Q6XUX3 Influenza_target
Q6YHU6 Influenza_target
Q6YHU6 Influenza_target
Q6YN16 Influenza_target
Q6ZMG9 Influenza_target
Q6ZMI0 Influenza_target
Q6ZN66 Influenza_target
Q6ZN84 Influenza_target
Q6ZP65 Influenza_target
Q6ZRP7 Influenza_target
Q6ZRV2 Influenza_target
